Broker Title,Type,Price,Bedrooms,Bathrooms,Square Feet,Address,State,Administrative Area Level 2,Locality,Sub-Locality,Latitude,Longitude
Brokered by Robert Defalco Realty Inc.,Condo for sale,238000,1,1,650,20 Cliff St Apt 8F,"Staten Island, NY 10305",New York,Richmond County,Staten Island,40.6109595,-74.060351
Brokered by Keller Williams Legendary,Condo for sale,472000,1,1,700,85-28 Grand Ave Unit 4C,"Elmhurst, NY 11373",New York,Queens County,Queens,40.73531,-73.8812513
Brokered by Keller Williams Legendary,Condo for sale,472000,1,1,700,85-28 Grand Ave Unit 4C,"Elmhurst, NY 11373",New York,Queens County,Queens,40.73531,-73.8812513
Brokered by Howard Hanna | Rand Realty,Condo for sale,200000,1,2,637,1561 Unionport Rd Apt Td,"Bronx, NY 10462",United States,New York,Bronx County,40.8389649,-73.8613485
Brokered by Ashford Homes LLC,Condo for sale,599000,2,2,1095,2818 W 17th St Apt 1B,"Brooklyn, NY 11224",New York,Kings County,Brooklyn,40.5784256,-73.9853674
Brokered by COMPASS,Condo for sale,12500000,3,2,4000,47 Mercer St Apt 2,"Manhattan, NY 10013",New York,New York County,New York,40.7217614,-74.0013329
Brokered by Winzone Realty Inc,Condo for sale,625000,2,2,995,2 Bay Club Rd Unit 1M,"Bayside, NY 11360",New York,Queens County,Queens,40.7780359,-73.7808993
Brokered by WIESNER ROCIO D,Condo for sale,625000,2,1,825,4-74 48 Ave Ph 3C,"Long Island City, NY 11109",New York,Queens County,Queens,40.744346,-73.957101
Brokered by Keller Williams NYC,Condo for sale,979000,3,2,1272,324 77th St Apt 2C,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6295982,-74.0275565
Brokered by COMPASS,Condo for sale,28000000,4,4,5000,443 Greenwich St Ph E,"Manhattan, NY 10013",New York,New York County,New York,40.7229769,-74.0093524
Brokered by Metro Real Estate Inc,Condo for sale,719000,3,2,2184,154-11 Riverside Dr Unit 17B,"Whitestone, NY 11357",New York,Queens County,Queens,40.7964178,-73.8058096
Brokered by Corcoran West Side Gallery,Condo for sale,1300000,2,2,1140,392 Central Park W Apt 1R,"New York, NY 10025",New York,New York County,New York,40.7945469,-73.9649582
Brokered by Remax Edge - RE/MAX EDGE,Condo for sale,558000,1,1,751,346 91st St Apt 307,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.619526,-74.0311577
"Brokered by Tom Crimmins Realty, Ltd.",Condo for sale,399900,2,2,853,120 Wellington Ct Apt 1B,"Staten Island, NY 10314",New York,Richmond County,Staten Island,40.5803785,-74.1578058
Brokered by JM Properties,Condo for sale,255500,1,1,950,422 Maryland Ave Apt 3D,"Staten Island, NY 10305",New York,Richmond County,Staten Island,40.6077498,-74.0743086
Brokered by COMPASS,Condo for sale,395000,3,1,2184,233 E 86th St Apt 5D,"Manhattan, NY 10028",New York,New York County,New York,40.778484,-73.9524912
Brokered by Serhant,Condo for sale,9450000,2,3,3918,60 Greene St Apt 4,"New York, NY 10012",New York,New York County,New York,40.7228178,-74.00088
Brokered by Benjamin Realty Since 1980,Condo for sale,1078000,3,2,2184,100-25 Queens Blvd Unit 4BB,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7270139,-73.8523359
Brokered by DiTommaso Real Estate,Condo for sale,354900,2,1,673,160 72nd St Apt 713,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6343667,-74.0311335
Brokered by Chase Global Realty Corp,Condo for sale,580000,2,2,2184,93-05 37th Ave Unit 5A,"Jackson Heights, NY 11372",United States,New York,Queens County,40.7510826,-73.8738365
Brokered by Bayview Marketing Group LLC,Condo for sale,530000,1,1,538,2286 Cropsey Ave Unit 6D,"Brooklyn, NY 11214",United States,New York,Kings County,40.5954596,-73.9968422
Brokered by Keller Williams Realty Greater Nassau,Condo for sale,624999,3,2,2184,1070 E 73rd St Unit 4C,"Brooklyn, NY 11234",New York,Kings County,Brooklyn,40.6283771,-73.9175027
"Brokered by Robert DeFalco Realty, Inc.",Condo for sale,475000,2,1,1296,26 Katan Loop Unit B,"Staten Island, NY 10308",United States,New York,Richmond County,40.5527755,-74.1539297
Brokered by Corcoran West Side Gallery,Condo for sale,995000,3,2,2184,100 Manhattan Ave Apt 4A,"New York, NY 10025",New York,New York County,New York,40.7974456,-73.9620195
Brokered by Corcoran East Side,Condo for sale,925000,2,1,2184,200 Bowery Apt 2C,"New York, NY 10012",New York,New York County,New York,40.7213854,-73.9939529
Brokered by COMPASS,Condo for sale,785000,2,2,968,16 Bay 25th St Unit 4A,"Brooklyn, NY 11214",New York,Kings County,Brooklyn,40.6039146,-73.9980848
Brokered by Corcoran SoHo,Condo for sale,1700000,2,2,1580,984 Bergen Residence St Apt 1,"Brooklyn, NY 11216",New York,Kings County,Brooklyn,40.6763522,-73.9543474
Brokered by Commerce Realty Group,Condo for sale,575000,3,2,877,61-20 71st Ave Unit F2A,"Ridgewood, NY 11385",New York,Queens County,Queens,40.7019793,-73.8942094
Brokered by Douglas Elliman - New Development,Condo for sale,40000000,5,6,7488,111 Murray St Ph 2,"New York, NY 10007",New York,New York County,New York,40.715351,-74.0128441
Brokered by Fillmore Real Estate,Condo for sale,725000,3,2,1185,1322 E 14th St Apt 4B,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,40.6172572,-73.9611011
Brokered by RE MAX Edge,Condo for sale,455000,2,1,939,449 Medina St Apt 2C,"Staten Island, NY 10306",New York,Richmond County,Staten Island,40.5599528,-74.1198255
Brokered by Nestapple,Condo for sale,620000,1,1,430,112 W 72nd St Ph C,"Manhattan, NY 10023",New York,New York County,New York,40.7774399,-73.9793101
Brokered by Ilite Realty Inc,Condo for sale,849000,3,2,1241,398 Kings Hwy Unit 308,"Brooklyn, NY 11223",New York,Kings County,Brooklyn,40.604405,-73.9751935
Brokered by COMPASS,Condo for sale,2995000,2,2,1452,120 E 87th St Apt R26B,"Manhattan, NY 10128",New York,New York County,New York,40.7803919,-73.9558923
Brokered by Douglas Elliman - Bayside,Condo for sale,495000,2,1,800,83-71 116th St Unit 4E,"Kew Gardens, NY 11418",New York,Queens County,Queens,40.7045515,-73.8356118
Brokered by COMPASS,Condo for sale,999000,3,1,600,10 W End Ave Apt 8J,"Manhattan, NY 10023",New York,New York County,New York,40.7717454,-73.9900505
Brokered by PPAD - Park Property Advisors,Condo for sale,2250000,2,2,1334,415 DE Graw St Unit Ph,"Brooklyn, NY 11217",United States,New York,Kings County,40.6819719,-73.9903277
Brokered by J. Sikar Realty,Condo for sale,429000,1,1,640,501 Surf Ave Apt 9D,"Brooklyn, NY 11224",Kings County,Brooklyn,Coney Island,40.5755355,-73.9735905
Brokered by RE MAX Elite,Condo for sale,575000,2,2,1253,101-02 Shore Front Pkwy Unit 26A,"Rockaway Park, NY 11694",New York,Queens County,Queens,40.5824866,-73.8213437
"Brokered by Nest Seekers International, Midtown",Condo for sale,5100000,4,2,2183,201 W 17th St Ph F,"New York, NY 10011",United States,New York,New York County,40.7408109,-73.998475
Brokered by COMPASS,Condo for sale,2000000,1,2,1321,108 Reade St Unit 4W,"Manhattan, NY 10013",New York,New York County,New York,40.7159753,-74.0083683
Brokered by Douglas Elliman - 237 Smith St,Condo for sale,1250000,3,2,1281,425 14th St Unit D1 /D2,"Brooklyn, NY 11215",New York,New York County,New York,40.7308035,-73.9808981
Brokered by Apple Realty Group Corp,Condo for sale,680000,2,2,1058,167-09 Powell Cove Blvd Unit 26,"Beechhurst, NY 11357",New York,Queens County,Queens,40.7942255,-73.7950678
Brokered by Elegran LLC,Condo for sale,845000,3,2,2184,83-09 Talbot St Unit 5N,"Kew Gardens, NY 11415",New York,Queens County,Queens,40.7095418,-73.8286658
Brokered by COMPASS,Condo for sale,1495000,2,2,1098,84 Front St Apt 2B,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.702357,-73.9892037
Brokered by City Advance Realty Inc,Condo for sale,568000,2,2,1253,164 Beach 101st St Unit 15A,"Rockaway Park, NY 11694",New York,Queens County,Queens,40.5828044,-73.8210807
Brokered by COMPASS,Condo for sale,849000,2,1,720,150 W 51st St Apt 808,"Manhattan, NY 10019",New York,New York County,New York,40.761427,-73.982584
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,9500000,4,4,3655,1 John St # E,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.7046228,-73.9878238
Brokered by Tru International Realty Corp,Condo for sale,599000,2,2,2184,131-19 Fowler Ave Unit 2C,"Flushing, NY 11355",New York,Queens County,Queens,40.7517561,-73.8344347
Brokered by COMPASS,Condo for sale,1100000,2,1,807,170 Broadway Apt 6A,"Brooklyn, NY 11211",New York,Kings County,Brooklyn,40.709905,-73.962869
Brokered by Keystone Realty USA Corp,Condo for sale,549000,3,2,2184,86-02 Dumont Ave Unit 1B,"Ozone Park, NY 11417",New York,Queens County,Queens,40.6726474,-73.8499883
Brokered by Serhant,Condo for sale,3345000,2,2,1875,158 Franklin St Fl 3,"New York, NY 10013",New York,New York County,New York,40.7194435,-74.0081022
Brokered by Serhant,Condo for sale,3345000,2,2,1875,158 Franklin St Fl 3,"New York, NY 10013",New York,New York County,New York,40.7194435,-74.0081022
Brokered by Mark Murphy Properties,Condo for sale,378888,1,1,718,966 Clove Rd Unit H1,"Staten Island, NY 10301",New York,Richmond County,Staten Island,40.6204781,-74.1109257
"Brokered by Nest Seekers International, Midtown",Condo for sale,750000,3,2,1027,2132 2nd Ave Unit 7B,"New York, NY 10029",New York,New York County,New York,40.7929253,-73.9404138
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,850000,1,1,626,158 India St Apt 3,"Brooklyn, NY 11222",New York,Kings County,Brooklyn,40.7322099,-73.9535842
Brokered by Realty By The Park Inc / Santana Real Estate,Condo for sale,668000,2,2,2184,83-75 117th St Unit 7A,"Kew Gardens, NY 11418",New York,Queens County,Queens,40.7046248,-73.8349003
"Brokered by Nest Seekers International, Tribeca",Condo for sale,2550000,3,2,1525,422 W 49th St Apt 4A,"New York, NY 10019",New York,New York County,New York,40.7631417,-73.9906014
Brokered by Elegran Real Estate And Development,Condo for sale,799000,1,1,684,155 E 34th St Apt 20A,"New York, NY 10016",New York,New York County,New York,40.746232,-73.978689
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,6750000,3,3,3000,525 W 22nd St Apt 2F,"New York, NY 10011",New York,New York County,New York,40.7476234,-74.0057263
Brokered by COMPASS,Condo for sale,1695000,2,2,1117,175 Jackson St Apt 4D,"Brooklyn, NY 11211",New York,Kings County,Brooklyn,40.7169665,-73.94377
Brokered by The Agency,Condo for sale,2800000,2,2,1188,15 W 96th St Unit 14B,"New York, NY 10025",New York,New York County,New York,40.792204,-73.9655642
Brokered by Corcoran Park Slope,Condo for sale,649000,3,2,804,326 Melrose St Apt 1A,"Brooklyn, NY 11237",New York,Kings County,Brooklyn,40.7031635,-73.9282437
Brokered by Brown Harris Stevens,Condo for sale,849500,2,2,975,161 E 110th St Apt 7A,"Manhattan, NY 10029",New York,New York County,New York,40.7946402,-73.9434163
Brokered by Chase Global Realty Corp,Condo for sale,699000,2,2,967,31-38 137 St Unit 8A,"Flushing, NY 11354",New York,Queens County,Queens,40.7684458,-73.8313888
Brokered by Serhant,Condo for sale,999000,2,2,1262,775 Riverside Dr Apt 5H,"New York, NY 10032",New York,New York County,New York,40.834716,-73.9481517
Brokered by Sowae Corp,Condo for sale,369000,3,1,2184,720 57th St Apt 4C,"Brooklyn, NY 11220",New York,Kings County,Brooklyn,40.637981,-74.009565
Brokered by COMPASS,Condo for sale,4000000,4,4,3704,247 Water St Unit Ph,"Manhattan, NY 10038",United States,New York,New York County,40.70799,-74.0021707
Brokered by TDMT - The Development Marketing Team,Condo for sale,1475000,2,2,1048,429 Kent Ave Unit 902,"Brooklyn, NY 11249",New York,Kings County,Brooklyn,40.7095127,-73.9677693
Brokered by TDMT - The Development Marketing Team,Condo for sale,595000,3,1,721,595 Main St Apt 410,"Roosevelt Island, NY 10044",New York,New York County,New York,40.7630313,-73.9492357
Brokered by Parkchester Bronx Realty Inc,Condo for sale,215000,2,1,789,1604 Metropolitan Ave,"Bronx, NY 10462",United States,New York,Bronx County,40.8396335,-73.8563772
Brokered by Parkchester Bronx Realty Inc,Condo for sale,215000,2,1,789,1604 Metropolitan Ave,"Bronx, NY 10462",United States,New York,Bronx County,40.8396335,-73.8563772
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,14995000,6,2,8500,360 Furman St Apt 1216,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.6935342,-74.0002618
"Brokered by Nest Seekers International, Long Island",Condo for sale,749000,1,2,879,20-48 Steinway St Unit 1B,"Queens, NY 11105",New York,Queens County,Queens,40.7755682,-73.9032112
Brokered by RE MAX Distinguished Homes & Properties,Condo for sale,365000,3,2,920,276 Buttrick Ave Unit I3,"Bronx, NY 10465",New York,Bronx County,The Bronx,40.815638,-73.8244344
Brokered by Corcoran Bedford Stuyvesant,Condo for sale,695000,2,2,845,508A Lexington Ave # 2,"Brooklyn, NY 11221",New York,Kings County,Brooklyn,40.6886854,-73.9402301
Brokered by CENTURY 21 MK Realty,Condo for sale,699000,3,2,1779,1515 W 4th St Apt 1R,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,40.6104361,-73.9779065
Brokered by RE MAX Edge,Condo for sale,540000,3,2,2184,172 Greenleaf Ave Unit 2B,"Staten Island, NY 10310",New York,Richmond County,Staten Island,40.6261372,-74.1267716
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,779000,1,1,517,186 W 80th St Apt 3A,"New York, NY 10024",New York,New York County,New York,40.7835114,-73.9776775
Brokered by Corcoran Williamsburg Bedford,Condo for sale,1399999,2,2,1041,330 E 38th St Apt 14L,"New York, NY 10016",New York,New York County,New York,40.7462651,-73.972462
"Brokered by Nest Seekers International, Midtown",Condo for sale,11500000,6,7,4908,522 W 29th St Unit 3AB,"New York, NY 10001",New York,New York County,New York,40.7518261,-74.002774
Brokered by J Milo Real Estate,Condo for sale,199999,1,1,750,10 E 43rd St Apt 3K,"Brooklyn, NY 11203",New York,Kings County,Brooklyn,40.655858,-73.9377831
Brokered by E Realty International Corp,Condo for sale,569000,1,1,490,41-62 Bowne St Unit 11C,"Flushing, NY 11355",New York,Queens County,Queens,40.7576255,-73.8231097
Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Condo for sale,1995000,5,4,3075,640 W 237th St Apt 14C,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8879309,-73.9121663
Brokered by Opulence Properties,Condo for sale,650000,3,2,1632,259 Windham Loop,"Staten Island, NY 10314",United States,New York,Richmond County,40.577069,-74.161888
Brokered by Keller Williams NYC,Condo for sale,435000,1,1,661,109-20 Queens Blvd Unit 3K,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7198175,-73.8412403
"Brokered by Nest Seekers International, Midtown",Condo for sale,1479000,2,1,2184,36 Gramercy Park E Apt 5S,"New York, NY 10003",New York,New York County,New York,40.7375223,-73.9849542
Brokered by COMPASS,Condo for sale,799000,2,2,922,265 W 131st St Apt 4,"Manhattan, NY 10027",New York,New York County,New York,40.8138919,-73.9476673
Brokered by Winzone Realty Inc,Condo for sale,798000,2,2,1190,206-17 Emily Rd Unit 1002,"Bayside, NY 11360",New York,Queens County,Queens,40.7885879,-73.7872455
Brokered by EXIT ALL SEASONS REALTY,Condo for sale,399000,1,1,616,60-70 Woodhaven Blvd Unit 4H,"Elmhurst, NY 11373",New York,Queens County,Queens,40.7301358,-73.871999
Brokered by Ben Bay Realty Company of Staten Island LLC,Condo for sale,450000,1,1,776,90 Bay Street Lndg Apt 7H,"Staten Island, NY 10301",New York,Richmond County,Staten Island,40.6403656,-74.0737574
Brokered by E Realty International Corp,Condo for sale,550000,1,1,720,88-30 51st Ave Unit 6A,"Elmhurst, NY 11373",New York,Queens County,Queens,40.7392191,-73.874525
Brokered by Re/Max In The City,Condo for sale,290900,2,1,850,5775 Mosholu Ave Apt 7F,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.9058413,-73.8981827
Brokered by Re/Max In The City,Condo for sale,474900,2,2,1054,3220 Fairfield Ave Apt 6A,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8847442,-73.9132482
Brokered by Serhant,Condo for sale,7995000,3,4,2789,50 Bridge Park Dr Ph 1C,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.692916,-74.0008815
Brokered by Coldwell Banker Reliable,Condo for sale,480000,1,1,506,2128 Ocean Ave Apt 5J,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.6098786,-73.9536851
Brokered by Ashford Homes,Condo for sale,318000,1,1,638,45 Francine Ct,"Staten Island, NY 10306",United States,New York,Richmond County,40.5698778,-74.1224355
Brokered by Keller Williams Realty Group,Condo for sale,275000,2,2,969,1086 E 73rd St Unit 75,"Brooklyn, NY 11234",New York,Kings County,Brooklyn,40.6280579,-73.9171101
Brokered by The Bouklis Group - The Bouklis Group,Condo for sale,649000,2,1,705,14-43 28th Ave Unit BB1,"Astoria, NY 11102",New York,Queens County,Queens,40.7715328,-73.9273805
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,5000000,3,3,2162,71 Park Ave # 10AB,"New York, NY 10016",New York,New York County,New York,40.749728,-73.978916
Brokered by Serhant,Condo for sale,5250000,3,3,1757,75 First Ave # A,"New York, NY 10003",United States,New York,New York County,40.725653,-73.987132
Brokered by Howard Hanna | Rand Realty,Condo for sale,504000,3,2,1004,2833 Ely Ave Apt 2,"Bronx, NY 10469",New York,Bronx County,The Bronx,40.8688161,-73.8356153
Brokered by Serhant,Condo for sale,5250000,3,3,1757,75 First Ave # A,"New York, NY 10003",United States,New York,New York County,40.725653,-73.987132
Brokered by RE MAX Edge,Condo for sale,999000,3,2,1301,1414 W 4th St Ph 5,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,40.6116529,-73.978693
Brokered by Homefinders of SI Inc.,Condo for sale,615000,2,4,1568,253 Windham Loop,"Staten Island, NY 10314",United States,New York,Richmond County,40.577069,-74.161888
Brokered by E Realty International Corp,Condo for sale,585000,1,2,869,63-36 99th St Unit 2G,"Rego Park, NY 11374",United States,New York,Queens County,40.7317078,-73.856834
Brokered by COMPASS,Condo for sale,4200000,3,3,2584,16 Warren St Apt 5,"Manhattan, NY 10007",New York,New York County,New York,40.7142326,-74.0075258
Brokered by COMPASS,Condo for sale,749000,1,2,908,112-01 Queens Blvd Unit 8A,"Queens, NY 11375",New York,Queens County,Queens,40.7190009,-73.8365029
Brokered by Corcoran Park Slope,Condo for sale,700000,3,2,1245,3536 Cambridge Ave Apt 4F,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8861342,-73.90767
Brokered by RE/MAX Elite,Condo for sale,297000,3,1,600,40 Brighton 1st Rd Apt 2M,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5756277,-73.9667833
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,6500000,3,4,2190,50 W 30th St Ph 2,"New York, NY 10001",New York,New York County,New York,40.746995,-73.989381
Brokered by Carollo Real Estate Inc,Condo for sale,1088000,4,2,2184,168-28 Powells Cove Blvd Unit 12,"Whitestone, NY 11357",New York,Queens County,Queens,40.7932921,-73.7951779
Brokered by Carollo Real Estate Inc,Condo for sale,1088000,4,2,2184,168-28 Powells Cove Blvd Unit 12,"Whitestone, NY 11357",New York,Queens County,Queens,40.7932921,-73.7951779
Brokered by Corcoran East Side,Condo for sale,1375000,2,2,2184,400 E 90th St Ph A,"New York, NY 10128",United States,New York,New York County,40.7791814,-73.9472929
Brokered by Manhattan Network Inc,Condo for sale,479900,1,1,550,2141 2nd Ave Unit 5C,"New York, NY 10029",New York,New York County,New York,40.7934089,-73.9407833
Brokered by Manhattan Network Inc,Condo for sale,479900,1,1,550,2141 2nd Ave Unit 5C,"New York, NY 10029",New York,New York County,New York,40.7934089,-73.9407833
"Brokered by BEN BAY REALTY, CO.",Condo for sale,875000,2,2,1050,118 Battery Ave Apt 4C,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6165537,-74.024429
Brokered by BERGEN BASIN REALTY,Condo for sale,715000,2,2,1021,2805 E 26th St Apt 1A,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5846063,-73.9426052
Brokered by Brown Harris Stevens,Condo for sale,17500000,7,4,6300,140 Franklin St Apt 2B,"Manhattan, NY 10013",New York,New York County,New York,40.7193658,-74.0072206
Brokered by COMPASS,Condo for sale,1395000,3,2,1494,1 Wall Street Ct Apt 505,"Manhattan, NY 10005",New York,New York County,New York,40.705216,-74.0085311
Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Condo for sale,1181000,2,2,1541,640 W 237th St Apt 15A,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8879309,-73.9121663
Brokered by Epic Homes NY,Condo for sale,1499999,2,2,901,8 W 65th St Unit 3,"New York, NY 10023",New York,New York County,New York,40.7718553,-73.9799842
Brokered by ETPG - Eastpointe Properties Group,Condo for sale,1395000,1,1,2184,420 W 23rd St Apt 2B,"New York, NY 10011",New York,New York County,New York,40.7467155,-74.0024044
Brokered by Re/Max In The City,Condo for sale,299900,1,1,525,2600 Henry Hudson Pkwy Apt 1E,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8808246,-73.9173093
Brokered by Five Towns Miller Realty Inc,Condo for sale,759000,3,2,2184,156 Beach 9th St Apt 5A,"Far Rockaway, NY 11691",New York,Queens County,Queens,40.5958861,-73.7436025
Brokered by COMPASS,Condo for sale,1995000,2,2,1562,223 W 80th St Apt 6,"Manhattan, NY 10024",New York,New York County,New York,40.7845327,-73.9789122
Brokered by Corcoran Brooklyn Heights,Condo for sale,750000,1,1,943,1 Tiffany Pl Apt 3N,"Brooklyn, NY 11231",New York,Kings County,Brooklyn,40.6870254,-74.0004951
Brokered by Neponsit Realty Inc,Condo for sale,699000,2,2,1320,136 Beach 117 St Unit 5J,"Rockaway Park, NY 11694",New York,Queens County,Queens,40.5780382,-73.8366684
"Brokered by Nest Seekers International, Westside",Condo for sale,4100000,3,4,2200,80 Riverside Blvd Apt 15L,"New York, NY 10069",New York,New York County,New York,40.77508,-73.990303
Brokered by COMPASS,Condo for sale,8850000,3,4,5094,145 Avenue of the Americas Ste 2B,"Manhattan, NY 10013",New York,New York County,New York,40.7251196,-74.0049023
"Brokered by Fillmore Real Estate Fusion Team, INC.",Condo for sale,408000,1,1,787,2121 Shore Pkwy Apt 7F,"Brooklyn, NY 11214",United States,New York,Kings County,40.5856282,-73.9879851
Brokered by HIGH CLASS REALTY SB LLC.,Condo for sale,559000,1,1,830,63 Brighton 2nd Pl Apt 4A,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5795498,-73.9658695
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2225000,2,2,1420,303 E 33rd St Apt 10E,"New York, NY 10016",New York,New York County,New York,40.744042,-73.9755798
"Brokered by Nest Seekers International, Long Island",Condo for sale,1530000,2,2,1229,26 Broadway Apt 402,"Brooklyn, NY 11249",New York,Kings County,Brooklyn,40.7102454,-73.9682413
Brokered by Fillmore Real Estate,Condo for sale,399000,1,1,561,2613 Emmons Ave Unit 326,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5839568,-73.9420847
Brokered by EXP Realty,Condo for sale,675000,2,2,904,92-29 Queens Blvd Unit 7H116,"Rego Park, NY 11374",United States,New York,Queens County,40.7324713,-73.8670804
Brokered by Your Home Sold Guaranteed Realty Advisor LLC,Condo for sale,164999,3,1,400,36 Hamilton Ave Apt 5B,"Staten Island, NY 10301",New York,Richmond County,Staten Island,40.6449121,-74.0787385
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,13000000,4,4,3844,385 W 12th St Ph W,"New York, NY 10014",United States,New York,New York County,40.7377131,-74.0087585
Brokered by Corcoran East Side,Condo for sale,29000000,5,2,5508,180 E 88th St,"New York, NY 10128",United States,New York,New York County,40.7801822,-73.9536507
Brokered by Connie Profaci Realty,Condo for sale,198000,1,1,1000,1100 Clove Rd Apt Gl,"Staten Island, NY 10301",United States,New York,Richmond County,40.6189484,-74.1071576
Brokered by Corcoran West Side,Condo for sale,1795000,3,2,1773,380 Lenox Ave Apt 2D,"New York, NY 10027",New York,New York County,New York,40.810446,-73.943187
Brokered by COMPASS,Condo for sale,699000,2,2,1519,2322 Adam Clayton Powell Jr Blvd Apt 1C,"Manhattan, NY 10030",New York,New York County,New York,40.8163359,-73.9434447
Brokered by Living NY - Main Office,Condo for sale,2750000,3,3,2782,160 Imlay St Unit 6D2,"Brooklyn, NY 11231",United States,New York,Kings County,40.6811053,-74.0098135
Brokered by Ilite Realty Inc,Condo for sale,980000,3,3,1574,1740 W 4th St Apt 4C,"Brooklyn, NY 11223",New York,Kings County,Brooklyn,40.6050673,-73.9776246
Brokered by Douglas Elliman - Rental Center,Condo for sale,600000,3,1,2184,500 W 43rd St Apt 23A,"New York, NY 10036",New York,New York County,New York,40.7602412,-73.9954328
Brokered by Ilite Realty Inc,Condo for sale,950000,3,2,1401,1740 W 4th St Apt 5F,"Brooklyn, NY 11223",New York,Kings County,Brooklyn,40.6050673,-73.9776246
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,5000000,2,2,2522,139 Spring St Apt 3B,"New York, NY 10012",New York,New York County,New York,40.7242452,-74.0008671
Brokered by eXp Realty BKNY,Condo for sale,1390000,4,3,1950,1840 52nd St Apt 7,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,40.6259793,-73.9821859
Brokered by Brown Harris Stevens,Condo for sale,9995000,3,4,2926,368 Third Ave Ph B,"Manhattan, NY 10016",New York,New York County,New York,40.7412931,-73.981837
Brokered by Modlin Group LLC,Condo for sale,1350000,1,1,850,50 E 72nd St Unit 3D,"New York, NY 10021",New York,New York County,New York,40.7711516,-73.9646688
Brokered by BHHS New York Properties,Condo for sale,2750000,2,2,1892,205 E 16th St Apt 4A,"New York, NY 10003",New York,New York County,New York,40.7345957,-73.9855511
Brokered by Corcoran East Side,Condo for sale,2095000,2,2,1600,401 E 60th St Apt 17A,"New York, NY 10022",New York,New York County,New York,40.7603031,-73.9610497
Brokered by R New York,Condo for sale,16995000,4,4,3310,23 E 22nd St Unit 55B,"New York, NY 10010",New York County,New York,Manhattan,40.7405179,-73.9881093
Brokered by eXp Realty BKNY,Condo for sale,690000,2,2,942,1569 W 7th St Apt 3A,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,40.6088021,-73.9805695
Brokered by Canaan Realty International,Condo for sale,780000,2,2,955,132-59 41st Rd Unit 6C,"Flushing, NY 11355",New York,Queens County,Queens,40.7565584,-73.8317042
Brokered by Exp Realty,Condo for sale,639999,3,2,1180,3816 Waldo Ave Apt 3B,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8874214,-73.9034179
Brokered by Corcoran East Side,Condo for sale,14950000,3,4,3228,39 W 23rd St,"New York, NY 10010",United States,New York,New York County,40.7423282,-73.9911409
Brokered by Corcoran Brooklyn Heights,Condo for sale,2999999,4,4,3100,1280 Fifth Ave # 8BC,"New York, NY 10029",New York,New York County,New York,40.7961886,-73.949116
Brokered by Serhant,Condo for sale,1999999,3,2,1865,61 N Henry St Unit Garden,"Brooklyn, NY 11222",United States,New York,Kings County,40.7213959,-73.9430921
Brokered by Prime Realty,Condo for sale,1150000,2,2,1850,12-29 Estates Ln Unit 223L,"Bayside, NY 11360",New York,Queens County,Queens,40.7878758,-73.786717
Brokered by COMPASS,Condo for sale,1200000,2,2,1200,50 Pine St Apt 8S,"Manhattan, NY 10005",New York,New York County,New York,40.7069134,-74.0085778
