Broker Title,Type,Price,Bedrooms,Bathrooms,Square Feet,Address,State,Administrative Area Level 2,Locality,Sub-Locality,Latitude,Longitude
"Brokered by Neuhaus Realty, Inc.",House for sale,2750000,6,5,6300,79 Grandview Ter,"Staten Island, NY 10308",United States,New York,Richmond County,40.5462525,-74.1481727
Brokered by Re/Max Edge,House for sale,3999000,3,2,3428,7923 11th Ave,"Brooklyn, NY 11228",United States,New York,Kings County,40.6201406,-74.014486
Brokered by EXIT REALTY FIRST CHOICE,House for sale,1288000,4,2,1700,76-66 174th St,"Fresh Meadows, NY 11366",United States,New York,Queens County,40.7248068,-73.7953763
Brokered by DiTommaso Real Estate,House for sale,989000,4,4,2400,70 Weed Ave,"Staten Island, NY 10306",United States,New York,Richmond County,40.5657552,-74.1051158
Brokered by Prospes Real Estate Corp,House for sale,650000,3,2,2184,827 Richmond Rd,"Staten Island, NY 10304",United States,New York,Richmond County,40.6071254,-74.0925892
Brokered by Matias Real Estate,House for sale,1100000,3,4,3750,7126 Amboy Rd,"Staten Island, NY 10307",United States,New York,Richmond County,40.5136885,-74.2364803
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,8950000,4,2,2570,69 Orange St,"Brooklyn, NY 11201",United States,New York,Kings County,40.6990407,-73.9929045
Brokered by Houlihan Lawrence,House for sale,499000,2,2,1350,514 E 235th St,"Bronx, NY 10470",United States,New York,Bronx County,40.8978428,-73.8633611
Brokered by RE MAX 1st Choice,House for sale,1180000,4,4,1820,45-33 Zion St,"Little Neck, NY 11362",United States,New York,Queens County,40.7668584,-73.7375575
Brokered by Real Broker NY LLC,House for sale,689000,3,2,2184,111-45 120th St,"South Ozone Park, NY 11420",United States,New York,Queens County,40.6794706,-73.8195636
Brokered by Re/Max Central,House for sale,995000,3,2,1987,23 Howard Ave,"Staten Island, NY 10301",United States,New York,Richmond County,40.6293682,-74.0870368
Brokered by Joshuas Realty,House for sale,235000,3,2,2184,131-16 115 Ave,"South Ozone Park, NY 11420",United States,New York,Queens County,40.6797652,-73.8091668
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,859000,2,2,950,149-47 26th Ave,"Flushing, NY 11354",United States,New York,Queens County,40.7746518,-73.81583
"Brokered by Compass Greater Ny, Llc",House for sale,1999000,5,4,2000,34-51 74th St,"Queens, NY 11372",United States,New York,Queens County,40.7518706,-73.8922741
Brokered by Ha Jones Realty & Management,House for sale,650000,5,3,2184,36A Rochester Ave,"Brooklyn, NY 11233",United States,New York,Kings County,40.677921,-73.9277691
Brokered by RE MAX Real Estate Professionals,House for sale,1100000,4,3,1400,7619 10th Ave,"Brooklyn, NY 11228",United States,New York,Kings County,40.6231568,-74.0148411
Brokered by Regent Realty,House for sale,999000,3,2,2184,196-11 45th Ave,"Flushing, NY 11358",United States,New York,Queens County,40.7562931,-73.7849475
Brokered by Island Advantage Realty Llc,House for sale,594900,4,2,1355,121-42 Laurelton Pkwy,"Rosedale, NY 11422",United States,New York,Queens County,40.6824809,-73.7279494
Brokered by Behfar Team Llc,House for sale,799000,3,2,2184,1462 E 23rd St,"Brooklyn, NY 11210",United States,New York,Kings County,40.6146692,-73.9515915
Brokered by Jortevsky Real Estate Firm,House for sale,685000,4,2,2625,116-33 198th St,"Saint Albans, NY 11412",United States,New York,Queens County,40.6946313,-73.7540488
Brokered by Prime Realty,House for sale,625000,3,1,2184,64-01 Pleasantview St,"Middle Village, NY 11379",United States,New York,Queens County,40.7158932,-73.8820836
Brokered by Douglas Elliman - Syosset,House for sale,899000,3,2,2184,163-43 90th St,"Howard Beach, NY 11414",United States,New York,Queens County,40.6511946,-73.8405509
"Brokered by BEN BAY REALTY, CO.",House for sale,588888,4,2,1640,187 Latimer Ave,"Staten Island, NY 10314",United States,New York,Richmond County,40.5986261,-74.1817717
"Brokered by Neuhaus Realty, Inc.",House for sale,825000,4,2,2230,263 Getz Ave,"Staten Island, NY 10312",United States,New York,Richmond County,40.5532787,-74.1649844
Brokered by BERGEN BASIN REALTY,House for sale,690000,3,2,1325,2041 E 64th St,"Brooklyn, NY 11234",United States,New York,Kings County,40.6173476,-73.9131449
Brokered by Real Estate Executives,House for sale,1249949,4,4,2720,21 Sanford St,"Staten Island, NY 10307",United States,New York,Richmond County,40.5107045,-74.2389945
Brokered by Keystone Realty USA Corp,House for sale,799000,4,3,2184,921 E 98th St,"Brooklyn, NY 11236",United States,New York,Kings County,40.6483188,-73.9039932
Brokered by Keller Williams Legendary,House for sale,2088000,4,4,2394,24-40 Little Neck Blvd,"Bayside, NY 11360",United States,New York,Queens County,40.7803566,-73.771297
Brokered by Tiffany Moves You Inc,House for sale,879000,3,3,2184,14-11 111th St,"College Point, NY 11356",United States,New York,Queens County,40.785245,-73.8557
Brokered by Crifasi Real Estate Inc,House for sale,868000,3,2,2184,64-04 71st St,"Middle Village, NY 11379",United States,New York,Queens County,40.7158631,-73.8843791
Brokered by Maureen Folan R E Group Llc,House for sale,818000,3,3,2184,138-38 63 Ave,"Flushing, NY 11367",United States,New York,Queens County,40.7396171,-73.8267571
Brokered by Sowae Corp,House for sale,409000,4,2,2184,144-28 72nd Rd,"Flushing, NY 11367",United States,New York,Queens County,40.726173,-73.8202303
Brokered by Stone Hill Real Estate,House for sale,850000,6,3,2280,62 15th St Unit 15TH,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.6681319,-73.9948468
Brokered by RE MAX Real Estate Professionals,House for sale,495000,2,2,953,79 Benjamin Dr,"Staten Island, NY 10303",United States,New York,Richmond County,40.6233738,-74.1599502
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,1950000,5,4,4000,5501 Palisade Ave Lot 2,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.9057349,-73.9111699
"Brokered by Robert DeFalco Realty, Inc.",House for sale,6800000,7,2,5130,131 Cliffwood Ave,"Staten Island, NY 10304",10304,United States,New York,40.5956171,-74.1144559
Brokered by Keller Williams Rlty Landmark,House for sale,1788888,4,4,2184,162-15 14th Ave,"Whitestone, NY 11357",United States,New York,Queens County,40.7892182,-73.7997874
"Brokered by Sari Kingsley, Real Estate",House for sale,899000,5,2,2184,39 Rene Dr,"Staten Island, NY 10306",United States,New York,Richmond County,40.565557,-74.1329192
Brokered by Hollingsworth Real Estate Grou,House for sale,1290000,3,2,2905,5040 Tibbett Ave,"Bronx, NY 10471",United States,New York,Bronx County,40.8964834,-73.899354
"Brokered by Robert DeFalco Realty, Inc.",House for sale,545000,6,3,1344,46 Lincoln Ave,"Staten Island, NY 10306",United States,New York,Richmond County,40.5804254,-74.1110462
Brokered by Ashford Homes,House for sale,1088888,5,4,2452,75 Four Corners Rd,"Staten Island, NY 10304",United States,New York,Richmond County,40.5908557,-74.1037852
Brokered by Exp Realty,House for sale,850000,6,4,2886,1358 Norton Dr,"Far Rockaway, NY 11691",United States,New York,Queens County,40.6085633,-73.7686771
Brokered by Gillani Homes Inc.,House for sale,199000,2,1,900,2701 Goethals Rd N Apt D7,"Staten Island, NY 10303",United States,New York,Richmond County,40.6281757,-74.1797234
Brokered by Corcoran Park Avenue South,House for sale,395000,3,1,430,56 Pine St Apt 10E,"New York, NY 10005",New York,New York County,New York,40.7068323,-74.0083798
Brokered by Keller Williams Rlty Landmark,House for sale,825000,3,2,2184,62-72 Wetherole St,"Rego Park, NY 11374",United States,New York,Queens County,40.7291225,-73.8672746
Brokered by TREBACH REALTY INC,House for sale,889000,3,2,2184,6012 Delafield Ave,"Bronx, NY 10471",United States,New York,Bronx County,40.9086225,-73.9024315
Brokered by EXP Realty,House for sale,799500,2,2,2250,627 Rockaway St,"Staten Island, NY 10307",United States,New York,Richmond County,40.5017889,-74.2393231
Brokered by Coldwell Banker American Homes,House for sale,779000,2,2,2184,1947 Hendrickson St,"Brooklyn, NY 11234",United States,New York,Kings County,40.6134102,-73.927727
Brokered by Island Advantage Realty Llc,House for sale,820000,4,3,2184,150-08 Grand Central Pkwy,"Jamaica, NY 11432",United States,New York,Queens County,40.7154424,-73.8098159
Brokered by Jacobson Realty Ltd,House for sale,709999,4,2,2184,220-45 138th Ave,"Springfield Gardens, NY 11413",United States,New York,Queens County,40.6736664,-73.7504403
Brokered by EXIT REALTY PRIME,House for sale,699000,3,2,1500,115-11 126th St,"South Ozone Park, NY 11420",United States,New York,Queens County,40.6785308,-73.8130811
Brokered by RE MAX Edge,House for sale,999000,3,1,1392,1648 Marine Pkwy,"Brooklyn, NY 11234",United States,New York,Kings County,40.6123969,-73.9422162
Brokered by Sowae Corp,House for sale,160000,3,2,1064,114-48 148 St,"Jamaica, NY 11436",United States,New York,Queens County,40.6845061,-73.7950299
"Brokered by Robert Defalco Realty, Inc.",House for sale,588000,3,2,1140,111 E Raleigh St,"Staten Island, NY 10310",United States,New York,Richmond County,40.627807,-74.11527
Brokered by Century Homes Realty Group LLC,House for sale,1790000,4,2,2184,69-55 Kessel St,"Forest Hills, NY 11375",United States,New York,Queens County,40.7143213,-73.85144
Brokered by Douglas Elliman - Garden City,House for sale,579000,4,2,2184,1523 Bayview Ave,"Bronx, NY 10465",United States,New York,Bronx County,40.8454504,-73.81776
Brokered by United Realty Associates,House for sale,2480000,3,2,3600,151-06 25th Ave,"Whitestone, NY 11357",United States,New York,Queens County,40.7754585,-73.8125494
Brokered by E Realty International Corp,House for sale,850000,3,2,1320,151-23 12th Rd,"Whitestone, NY 11357",United States,New York,Queens County,40.7907048,-73.8110968
Brokered by Cross Country Realty,House for sale,428000,3,3,2184,1126 E 73rd St Units 43 & 33,"Brooklyn, NY 11234",United States,New York,Kings County,40.6274951,-73.915694
Brokered by 5 Boro Realty Corp,House for sale,835000,3,2,2184,4408 Flatlands Ave,"Brooklyn, NY 11234",United States,New York,Kings County,40.6226706,-73.9327329
Brokered by Douglas Elliman - Bayside,House for sale,1250000,3,2,1560,28-39 213th St,"Bayside, NY 11360",United States,New York,Queens County,40.7756208,-73.7758933
Brokered by Remax Edge - RE/MAX EDGE,House for sale,1695000,5,3,2160,68 74th St,"Brooklyn, NY 11209",United States,New York,Kings County,40.633504,-74.034181
Brokered by REALHome Services & Solutions,House for sale,502900,4,2,1440,11718 Nashville Blvd,"Cambria Heights, NY 11411",United States,New York,Queens County,40.6958663,-73.7450046
Brokered by Metro Net Realty Llc,House for sale,705000,2,2,2184,76-22 57th Rd,"Middle Village, NY 11379",United States,New York,Queens County,40.727192,-73.883684
Brokered by Coldwell Banker American Homes,House for sale,599000,3,2,2184,312F Beach 101st St,"Rockaway Park, NY 11694",United States,New York,Queens County,40.5853206,-73.8221893
Brokered by SIMPLON ENTERPRISES INC,House for sale,560000,3,2,2184,815 Havemeyer Ave,"Bronx, NY 10473",United States,New York,Bronx County,40.824234,-73.84638
Brokered by BERGEN BASIN REALTY,House for sale,799000,3,2,2279,6911 Avenue Y,"Brooklyn, NY 11234",United States,New York,Kings County,40.6131995,-73.9019711
Brokered by La Rosa Realty New York Llc,House for sale,850000,3,2,2184,135-20 Lefferts Blvd,"South Ozone Park, NY 11420",United States,New York,Queens County,40.6699378,-73.8213422
Brokered by Nyc Elite Homes Inc,House for sale,650000,2,2,896,76-18 251st St,"Bellerose, NY 11426",United States,New York,Queens County,40.7452362,-73.7204545
Brokered by Momentum Real Estate Llc,House for sale,988000,4,2,2400,4 Minna St,"Staten Island, NY 10304",United States,New York,Richmond County,40.5945187,-74.0904783
Brokered by REALHome Services & Solutions,House for sale,764600,4,2,1884,187 Greencroft Ave,"Staten Island, NY 10308",United States,New York,Richmond County,40.5496155,-74.1391082
Brokered by Winzone Realty Inc,House for sale,3900000,5,6,7723,14446 Boulevard,"Malba, NY 11357",United States,New York,Queens County,40.7924222,-73.8260759
"Brokered by Robert Defalco Realty, Inc.",House for sale,499900,3,2,1232,40 Bunnell Ct Unit A,"Staten Island, NY 10312",United States,New York,Richmond County,40.5527401,-74.1995549
Brokered by RE/MAX Team,House for sale,1289000,4,4,2184,257-03 80th Ave,"Glen Oaks, NY 11004",United States,New York,Queens County,40.7445255,-73.7137434
Brokered by RE/MAX Team,House for sale,1289000,4,4,2184,257-03 80th Ave,"Glen Oaks, NY 11004",United States,New York,Queens County,40.7445255,-73.7137434
"Brokered by Robert Defalco Realty, Inc.",House for sale,499900,3,2,1232,40 Bunnell Ct Unit A,"Staten Island, NY 10312",United States,New York,Richmond County,40.5527401,-74.1995549
Brokered by Winzone Realty Inc,House for sale,1290000,4,3,2184,141-03 15th Ave,"Whitestone, NY 11357",United States,New York,Queens County,40.7848355,-73.8276854
Brokered by COMPASS,House for sale,899000,3,2,2184,46-02 190th St,"Flushing, NY 11358",United States,New York,Queens County,40.7523748,-73.7900912
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,16500000,2,2,5834,245 W 18th St,"New York, NY 10011",United States,New York,New York County,40.7420282,-73.9997276
Brokered by Fave Realty Inc,House for sale,1150000,5,3,2184,162-31 91st St,"Howard Beach, NY 11414",United States,New York,Queens County,40.6529502,-73.8400922
Brokered by Landmark Realty,House for sale,725000,3,2,1476,480 Lynn St,"Staten Island, NY 10306",United States,New York,Richmond County,40.5582278,-74.1173549
"Brokered by Robert Defalco Realty, Inc.",House for sale,285000,3,1,1428,72 Holland Ave,"Staten Island, NY 10303",United States,New York,Richmond County,40.6384738,-74.1714633
Brokered by S H V Real Estate Corp,House for sale,849000,4,3,2184,87-01 Commonwealth Blvd,"Bellerose, NY 11426",United States,New York,Queens County,40.7299635,-73.7195673
Brokered by Elite Real Estate Group 1 Llc,House for sale,465000,2,2,988,659 Wilcox Ave,"Bronx, NY 10465",United States,New York,Bronx County,40.8285177,-73.8155198
Brokered by Ditommaso Real Estate,House for sale,799000,3,2,864,310 Montreal Ave,"Staten Island, NY 10306",United States,New York,Richmond County,40.5593089,-74.1264964
Brokered by Keller Williams Realty Group,House for sale,575000,5,3,2076,627 E 236th St,"Bronx, NY 10466",United States,New York,Bronx County,40.8965002,-73.8585406
Brokered by Diamond Real Inc,House for sale,2750000,3,5,4600,2317 E 63rd St,"Brooklyn, NY 11234",United States,New York,Kings County,40.6126355,-73.909459
Brokered by Direct Access Real Estate Inc,House for sale,768000,3,2,1065,32-50 204th St,"Bayside, NY 11361",United States,New York,Queens County,40.7693375,-73.7854318
Brokered by Exp Realty,House for sale,639000,3,2,1224,2919 Greene Pl,"Bronx, NY 10465",United States,New York,Bronx County,40.832149,-73.8265941
Brokered by RE MAX Edge,House for sale,850000,3,2,2160,167 Mills Ave,"Staten Island, NY 10305",United States,New York,Richmond County,40.5931048,-74.0663488
Brokered by Scy Realty Team Corp,House for sale,1120000,3,2,2184,263-07 57th Ave,"Little Neck, NY 11362",United States,New York,Queens County,40.7639092,-73.7205952
Brokered by E Realty International Corp,House for sale,858000,2,2,2184,52-37 84th St,"Elmhurst, NY 11373",United States,New York,Queens County,40.7329998,-73.8824499
Brokered by Ben Bay Realty Company of Staten Island LLC,House for sale,1070000,4,2,2192,146 Major Ave,"Staten Island, NY 10305",United States,New York,Richmond County,40.5991039,-74.067279
Brokered by Keller Williams Realty NYC Grp,House for sale,1250000,6,3,2400,1316 Kearney Ave,"Bronx, NY 10465",United States,New York,Bronx County,40.8392843,-73.8243081
Brokered by Prime Realty,House for sale,879000,3,2,2184,66-18 Gray St,"Middle Village, NY 11379",United States,New York,Queens County,40.714999,-73.878128
Brokered by Douglas Elliman  -111 Fifth Ave,House for sale,8500000,7,6,7000,19 Vestry St,"New York, NY 10013",United States,New York,New York County,40.7223906,-74.0075502
Brokered by Landmark International R E Llc,House for sale,865000,3,3,2184,50-39 61st St,"Woodside, NY 11377",United States,New York,Queens County,40.7359218,-73.9035224
Brokered by Coldwell Banker Advantage,House for sale,690000,3,2,1284,112 Pearsall St,"Staten Island, NY 10305",United States,New York,Richmond County,40.5884822,-74.0735337
"Brokered by Robert Defalco Realty, Inc.",House for sale,899000,3,1,1050,159 Lander Ave,"Staten Island, NY 10314",United States,New York,Richmond County,40.6141485,-74.1643422
Brokered by Elegran Real Estate And Development,House for sale,1175000,2,2,1144,4 78th St,"Brooklyn, NY 11209",United States,New York,Kings County,40.6314389,-74.0378384
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,1625000,4,4,2743,269 W 87th St Apt 7A,"New York, NY 10024",New York,New York County,New York,40.7895034,-73.9769713
Brokered by Skylight Real Estate Consultan,House for sale,799999,3,3,1444,106-10 217th St,"Jamaica, NY 11429",United States,New York,Queens County,40.7110987,-73.741186
Brokered by Better Homes and Gardens Real Estate Safari Realty,House for sale,1139000,4,4,3150,950 Huguenot Ave,"Staten Island, NY 10312",United States,New York,Richmond County,40.5308796,-74.1913113
Brokered by DEBTFREESOLUTIONS LLC,House for sale,529000,3,2,1650,401 Harding Park,"Bronx, NY 10473",United States,New York,Bronx County,40.8061399,-73.8579944
Brokered by RE MAX Edge,House for sale,799000,5,4,1802,8648 26th Ave,"Brooklyn, NY 11214",11214,United States,New York,40.5957485,-73.9862201
Brokered by Today Realty Corp.,House for sale,749000,3,2,1480,1238 Pinchot Pl,"Bronx, NY 10461",United States,New York,Bronx County,40.8534458,-73.8484651
Brokered by Winzone Realty Inc,House for sale,1295000,3,1,2184,47-17 39th Ave,"Sunnyside, NY 11104",United States,New York,Queens County,40.7493551,-73.9158547
Brokered by RE MAX Real Estate Professionals,House for sale,549000,5,2,1716,921 Nugent Ave,"Staten Island, NY 10306",United States,New York,Richmond County,40.5721728,-74.0972787
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,475000,3,2,900,131 Roff St,"Staten Island, NY 10304",United States,New York,Richmond County,40.6158816,-74.0822185
"Brokered by Robert Defalco Realty, Inc.",House for sale,2699000,7,6,11250,100 Wadsworth Rd,"Staten Island, NY 10305",United States,New York,Richmond County,40.6087694,-74.0597773
Brokered by Today Realty Corp.,House for sale,1200000,4,4,3300,2217 Gunther Ave,"Bronx, NY 10469",United States,New York,Bronx County,40.8580056,-73.8365535
"Brokered by Robert Defalco Realty, Inc.",House for sale,2699000,7,6,11250,100 Wadsworth Rd,"Staten Island, NY 10305",United States,New York,Richmond County,40.6087694,-74.0597773
Brokered by Encore Real Estate LLC,House for sale,989000,6,4,2720,153 Johnson Ave,"Staten Island, NY 10307",United States,New York,Richmond County,40.5119454,-74.2470716
Brokered by Today Realty Corp.,House for sale,1200000,4,4,3300,2217 Gunther Ave,"Bronx, NY 10469",United States,New York,Bronx County,40.8580056,-73.8365535
Brokered by United Realty Associates,House for sale,2780000,5,6,3045,150-32 Sullivan Dr,"Whitestone, NY 11357",United States,New York,Queens County,40.7967438,-73.8160751
Brokered by Premier Homes Pros,House for sale,499999,4,2,1248,44 Montell St,"Staten Island, NY 10302",United States,New York,Richmond County,40.6289462,-74.1388487
Brokered by Momentum Real Estate Llc,House for sale,599999,3,2,1272,67 Reynolds St,"Staten Island, NY 10305",United States,New York,Richmond County,40.6111849,-74.0753235
Brokered by RE MAX Elite,House for sale,725000,4,2,2000,328 Manor Rd,"Staten Island, NY 10314",United States,New York,Richmond County,40.6199521,-74.1237895
"Brokered by BEN BAY REALTY CO OF BAY RIDGE, LLC",House for sale,998888,3,2,1780,9954 Fort Hamilton Pkwy,"Brooklyn, NY 11209",United States,New York,Kings County,40.6117545,-74.0323281
Brokered by Sold By Bart R E Partners Inc,House for sale,800000,3,2,2184,69-10 Penelope Ave,"Middle Village, NY 11379",United States,New York,Queens County,40.71593,-73.8858453
Brokered by CENTURY 21 Marciano,House for sale,1299000,3,4,4450,610 City Island Ave,"Bronx, NY 10464",United States,New York,Bronx County,40.854862,-73.7906694
Brokered by Madison Estates Sotheby's International Realty,House for sale,799000,3,2,1128,1557 E 34th St,"Brooklyn, NY 11234",United States,New York,Kings County,40.6169213,-73.9415274
Brokered by Elite Real Estate Group 1 Llc,House for sale,995000,3,2,3080,1870 Haight Ave,"Bronx, NY 10461",United States,New York,Bronx County,40.8513854,-73.854324
Brokered by Ashford Homes LLC,House for sale,1250000,5,3,2295,1923 66th St,"Brooklyn, NY 11204",United States,New York,Kings County,40.617019,-73.9878352
"Brokered by Robert Defalco Realty, Inc.",House for sale,1999000,4,4,3420,221 Benedict Rd,"Staten Island, NY 10304",United States,New York,Richmond County,40.5939144,-74.1059876
Brokered by COMPASS,House for sale,569900,4,2,2180,69 Sherman Ave,"Staten Island, NY 10301",United States,New York,Richmond County,40.6395577,-74.0807615
Brokered by Sweet Key Realty Group Inc,House for sale,1630000,7,4,2184,47-34 Glenwood St,"Little Neck, NY 11362",United States,New York,Queens County,40.7704732,-73.7318799
Brokered by Re/Max Edge,House for sale,589000,4,3,1320,92 Arlington Pl,"Staten Island, NY 10303",United States,New York,Richmond County,40.63567,-74.166895
Brokered by Comfort Homes Realty Group,House for sale,299000,1,1,608,51 Seafoam St,"Staten Island, NY 10306",United States,New York,Richmond County,40.5638362,-74.0989788
Brokered by RE MAX 1st Choice,House for sale,1750000,4,4,3645,2-11 147 St,"Whitestone, NY 11357",United States,New York,Queens County,40.7968959,-73.822999
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,879000,2,1,1000,1175 York Ave Apt 7B,"New York, NY 10065",New York,New York County,New York,40.7615369,-73.9579786
Brokered by RE MAX Real Estate Professionals,House for sale,999000,3,2,1900,1123 Bay Ridge Pkwy,"Brooklyn, NY 11228",United States,New York,Kings County,40.6228038,-74.0109676
Brokered by Keller Williams Realty Greater Nassau,House for sale,2299000,6,4,2184,99-07 70th Ave,"Forest Hills, NY 11375",United States,New York,Queens County,40.7171982,-73.8496941
Brokered by Tapestry Real Estate of Queens,House for sale,1225000,4,2,1960,36-19 217 St,"Bayside, NY 11361",United States,New York,Queens County,40.7684802,-73.7666662
Brokered by EXIT REALTY ONE,House for sale,849000,3,2,2184,85-05 Eliot Ave,"Rego Park, NY 11374",United States,New York,Queens County,40.7282284,-73.8732527
Brokered by Winzone Realty Inc,House for sale,1350000,4,3,1760,75-57 186th St,"Fresh Meadows, NY 11366",United States,New York,Queens County,40.7293576,-73.7830175
"Brokered by NEUHAUS REALTY, INC.",House for sale,1600000,4,4,3150,780 Ionia Ave,"Staten Island, NY 10312",United States,New York,Richmond County,40.5364873,-74.1987178
Brokered by Keystone Realty USA Corp,House for sale,599000,4,2,2184,106-09 169th St,"Jamaica, NY 11433",United States,New York,Queens County,40.7003331,-73.7875164
Brokered by Chase Global Realty Corp,House for sale,699999,4,2,2184,18 Pine St,"Brooklyn, NY 11208",United States,New York,Kings County,40.6862137,-73.8740777
Brokered by NEUHAUS REALTY INC.,House for sale,2400000,5,4,3800,57 Mace St,"Staten Island, NY 10306",United States,New York,Richmond County,40.5752476,-74.1304878
Brokered by E Realty International Corp,House for sale,899000,4,2,1200,22-15 Whitestone Expy,"Whitestone, NY 11357",United States,New York,Queens County,40.7791608,-73.8257555
"Brokered by Nest Seekers International, Midtown",House for sale,535000,3,3,1328,1303 College Ave,"Bronx, NY 10456",United States,New York,Bronx County,40.8355073,-73.9119966
Brokered by Gillani Homes Inc.,House for sale,799999,3,2,1596,364 Mosely Ave,"Staten Island, NY 10312",United States,New York,Richmond County,40.5419604,-74.1682869
Brokered by RE MAX Voyage,House for sale,699000,6,4,2223,873 Fox St,"Bronx, NY 10459",United States,New York,Bronx County,40.818678,-73.8954715
Brokered by Realty Trends Corp,House for sale,599000,4,4,2100,22-63 Nameoke Ave,"Far Rockaway, NY 11691",United States,New York,Queens County,40.6083635,-73.7565424
Brokered by Elite Real Estate Group 1 Llc,House for sale,749000,3,2,1600,1243 Rhinelander Ave,"Bronx, NY 10461",United States,New York,Bronx County,40.8544909,-73.8490394
Brokered by RAIMONDO RONALD,House for sale,1099000,5,4,3500,310 Jefferson Blvd,"Staten Island, NY 10312",United States,New York,Richmond County,40.5457789,-74.1847061
Brokered by Corcoran Williamsburg Bedford,House for sale,5900000,7,8,10100,5020 Grosvenor Ave,"Bronx, NY 10471",United States,New York,Bronx County,40.897896,-73.903306
Brokered by TREBACH REALTY INC,House for sale,7500000,6,2,2184,5000 Iselin Ave,"Bronx, NY 10471",United States,New York,Bronx County,40.8982423,-73.904797
Brokered by PREMIERE REAL ESTATE GROUP INC,House for sale,479000,4,2,1800,140-27 183rd St,"Springfield Gardens, NY 11413",United States,New York,Queens County,40.6714818,-73.7606794
Brokered by PREMIERE REAL ESTATE GROUP INC,House for sale,479000,4,2,1800,140-27 183rd St,"Springfield Gardens, NY 11413",United States,New York,Queens County,40.6714818,-73.7606794
Brokered by Tscherne Realty Inc,House for sale,758000,3,2,1760,83-12 Doran Ave,"Glendale, NY 11385",United States,New York,Queens County,40.708633,-73.865415
Brokered by All Going Realty Llc,House for sale,1475000,5,4,1928,911 Hicksville Rd,"Far Rockaway, NY 11691",United States,New York,Queens County,40.5999698,-73.7455103
Brokered by Mitra Hakimi Realty Group LLC,House for sale,978000,3,2,2184,48-49 196th St,"Fresh Meadows, NY 11365",United States,New York,Queens County,40.7337126,-73.7765367
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,House for sale,3500000,24,8,9500,29 Hampton Pl,"Brooklyn, NY 11213",United States,New York,Kings County,40.6717953,-73.9407352
Brokered by Keller Williams Realty West Monmouth,House for sale,874999,3,2,2868,93 St Stephens Pl,"Staten Island, NY 10306",United States,New York,Richmond County,40.5771798,-74.119431
Brokered by RE/MAX Team,House for sale,550000,2,2,995,3167 Wissman Ave,"Bronx, NY 10465",United States,New York,Bronx County,40.8209689,-73.8074205
Brokered by JM Properties,House for sale,729000,2,1,1100,1700 Carlton Ave,"Staten Island, NY 10309",United States,New York,Richmond County,40.5343207,-74.1998415
Brokered by Staten Island Premiere Properties,House for sale,2898555,5,5,7200,545 Arbutus Ave,"Staten Island, NY 10312",United States,New York,Richmond County,40.5203019,-74.1780566
Brokered by Exit All Seasons Realty,House for sale,611999,3,2,2184,115-33 227th St,"Cambria Heights, NY 11411",United States,New York,Queens County,40.6973209,-73.7315945
Brokered by RE MAX City Square,House for sale,1500000,3,3,2100,182 Kensington St,"Brooklyn, NY 11235",United States,New York,Kings County,40.5786182,-73.9420211
Brokered by CENTURY 21 MK Realty,House for sale,5600000,5,4,4959,2601 Avenue P,"Brooklyn, NY 11229",United States,New York,Kings County,40.611854,-73.9477154
Brokered by NEUHAUS REALTY INC.,House for sale,2358000,4,5,6300,797 Woodrow Rd,"Staten Island, NY 10312",United States,New York,Richmond County,40.5467194,-74.1923203
"Brokered by Tom Crimmins Realty, Ltd.",House for sale,748888,2,2,1260,40 Lander Ave,"Staten Island, NY 10314",United States,New York,Richmond County,40.6131085,-74.1603745
"Brokered by Robert DeFalco Realty, Inc.",House for sale,630000,2,2,1450,14 Buffalo St,"Staten Island, NY 10306",United States,New York,Richmond County,40.5604211,-74.1344639
Brokered by Sowae Corp,House for sale,319000,3,1,2184,20 Eldridge Ave,"Staten Island, NY 10302",United States,New York,Richmond County,40.6242127,-74.1357292
"Brokered by Brooklyn Real Property, Inc",House for sale,780000,3,2,1320,1324 E 101st St,"Brooklyn, NY 11236",United States,New York,Kings County,40.6384339,-73.8899834
Brokered by E Realty International Corp,House for sale,1480000,4,4,1596,30-07 143rd St,"Flushing, NY 11354",United States,New York,Queens County,40.7699832,-73.8257555
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,628000,3,2,1824,35 Lott Ln,"Staten Island, NY 10314",United States,New York,Richmond County,40.5755968,-74.1636272
Brokered by EXIT ALL SEASONS REALTY,House for sale,699900,3,2,1240,62-22 65th St,"Middle Village, NY 11379",United States,New York,Queens County,40.71397,-73.8970573
Brokered by Signature Premier Properties,House for sale,1350000,3,3,2184,76-73 173rd St,"Fresh Meadows, NY 11366",United States,New York,Queens County,40.724706,-73.7957477
