Broker Title,Type,Price,Bedrooms,Bathrooms,Square Feet,Address,State,Administrative Area Level 2,Locality,Sub-Locality,Latitude,Longitude
Brokered by Douglas Elliman - Franklin Square,Pending,680000,4,2,1536,135-30 94th St,"Ozone Park, NY 11417",United States,New York,Queens County,40.6729488,-73.8425151
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Pending,13650000,5,2,2184,164 E 70th St,"New York, NY 10021",United States,New York,New York County,40.7686449,-73.9625686
Brokered by COMPASS,Pending,550000,3,2,1520,9 Zoe St,"Staten Island, NY 10305",United States,New York,Richmond County,40.5878221,-74.097086
Brokered by Corcoran Park Slope,Pending,2650000,5,2,2500,64 E 86th St # 10BA,"New York, NY 10028",New York,New York County,New York,40.7804508,-73.9582141
"Brokered by BEN BAY REALTY, CO.",Pending,599000,3,3,1392,245 Doane Ave,"Staten Island, NY 10308",United States,New York,Richmond County,40.5556599,-74.1550879
Brokered by TDMT - The Development Marketing Team,Pending,450000,2,1,2184,256 S 4th St Apt 6,"Brooklyn, NY 11211",New York,Kings County,Brooklyn,40.709819,-73.957902
Brokered by Coldwell Banker Reliable Real Estate,Pending,599889,2,2,2184,217-10 135th Ave,"Springfield Gardens, NY 11413",United States,New York,Queens County,40.6782347,-73.7528651
Brokered by Corcoran Park Slope,Pending,399000,1,1,775,7101 Shore Rd Apt 3D,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6363145,-74.0363466
Brokered by ATLANTIC PROPERTIES REALTY INC,Pending,314000,1,1,875,80 Avenue P Apt B1,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,40.60714,-73.985744
Brokered by Douglas Elliman - 325 Court,Pending,549999,3,2,1652,30 Stonegate Dr Unit 1,"Staten Island, NY 10304",New York,Richmond County,Staten Island,40.6016923,-74.0869707
Brokered by Douglas Elliman - Franklin Square,Pending,245000,2,1,2184,80-04 155th Ave Unit 207,"Howard Beach, NY 11414",New York,Queens County,Queens,40.6641199,-73.85371
"Brokered by BEN BAY REALTY, CO.",Pending,838000,4,4,2780,114 Tyrrell St,"Staten Island, NY 10307",United States,New York,Richmond County,40.5124611,-74.2488941
Brokered by Cross Country Realty,Pending,825000,6,2,2444,80 Kelvin Ave,"Staten Island, NY 10306",United States,New York,Richmond County,40.5546232,-74.1349952
Brokered by PEERLESS PROPERTIES CORP.,Pending,329000,2,2,1200,1750 E 14th St Apt 6B,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.6068155,-73.9592184
Brokered by Keller Williams Rlty Landmark,Pending,925000,3,2,2184,61-19 75th Pl,"Middle Village, NY 11379",United States,New York,Queens County,40.7223571,-73.8834031
Brokered by Corcoran Park Avenue South,Pending,625000,1,1,2184,281 W 11th St Apt 4A,"New York, NY 10014",New York,New York County,New York,40.7362044,-74.0047875
Brokered by Keller Williams Rlty Landmark,Pending,249000,1,1,700,57-07 246th Cres Unit 2,"Douglaston, NY 11362",New York,Queens County,Queens,40.7576008,-73.7355418
Brokered by COMPASS,Pending,949000,2,1,2184,440 Riverside Dr Apt 105,"Manhattan, NY 10027",New York,New York County,New York,40.8089034,-73.965519
Brokered by Douglas Elliman  -111 Fifth Ave,Pending,700000,1,1,500,23 Waverly Pl # T,"New York, NY 10003",United States,New York,New York County,40.7304336,-73.9946441
Brokered by Corcoran Brooklyn Heights,Pending,225000,3,1,2184,100 Remsen St Apt 1E,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.6939582,-73.9943695
Brokered by MCVEY JOAN M,Pending,925000,4,4,1672,481 Genesee Ave,"Staten Island, NY 10312",United States,New York,Richmond County,40.5522652,-74.1732406
Brokered by MCVEY JOAN M,Pending,925000,4,4,1672,481 Genesee Ave,"Staten Island, NY 10312",United States,New York,Richmond County,40.5522652,-74.1732406
Brokered by Charles H. Greenthal Property,Pending,399000,1,2,1341,26910 Grand Central Pkwy Apt 2V,"Floral Park, NY 11005",New York,Queens County,Queens,40.7577991,-73.7159564
Brokered by Douglas Elliman - 936 Broadway,Pending,1250000,2,2,2184,13 W 13th St Apt 1AS,"New York, NY 10011",New York,New York County,New York,40.7360052,-73.9950777
Brokered by Corcoran Park Slope,Pending,1500000,3,2,2184,95 Pierrepont St # 1CD,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.6955436,-73.9936975
Brokered by AHS AUDIT HOME SOLUTIONS,Pending,549000,6,4,2184,40-45 95 St,"Elmhurst, NY 11373",United States,New York,Queens County,40.7478254,-73.8704979
Brokered by COMPASS,Pending,700000,2,2,1110,1769 E 13th St Apt 6B,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.6062808,-73.9595399
Brokered by Corcoran Westside Columbus,Pending,250000,3,1,246,188 E 75th St Apt 1B,"New York, NY 10021",New York,New York County,New York,40.7718652,-73.9599302
Brokered by Corcoran East Side,Pending,1175000,3,1,1500,145 Central Park W Apt 1B,"New York, NY 10023",New York,New York County,New York,40.7778949,-73.9750972
Brokered by Jamie & Connie Real Estate Grp,Pending,1058000,3,2,2184,105-26 65th Rd,"Forest Hills, NY 11375",United States,New York,Queens County,40.7303746,-73.8497286
Brokered by CENTURY 21 KR REALTY,Pending,555000,3,2,2184,780 Stafford Ave,"Staten Island, NY 10309",United States,New York,Richmond County,40.5403437,-74.2041065
Brokered by RE MAX Elite,Pending,1299999,6,5,3608,557 Beach 129th St,"Queens, NY 11694",United States,New York,Queens County,40.5812073,-73.8512446
