Broker Title,Type,Price,Bedrooms,Bathrooms,Square Feet,Address,State,Administrative Area Level 2,Locality,Sub-Locality,Latitude,Longitude
Brokered by VYLLA HOME,Co-op for sale,220500,2,1,900,350 Richmond Ter Apt 3M,"Staten Island, NY 10301",New York,Richmond County,Staten Island,40.6481488,-74.0847983
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,3250000,2,2,1300,240 Centre St Unit 2M,"New York, NY 10013",New York County,New York,Manhattan,40.7199716,-73.9980266
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,849000,1,1,2184,263 W End Ave Apt 14C,"Manhattan, NY 10023",New York,New York County,New York,40.7802357,-73.9846328
Brokered by Piastro Realty LLC,Co-op for sale,559500,1,1,800,50 Brighton 1 Rd Unit 5H,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5751942,-73.9669983
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,750000,1,1,835,333 E 66th St Apt 8E,"New York, NY 10065",New York,New York County,New York,40.7643711,-73.9593578
Brokered by Monticello Real Estate Group,Co-op for sale,198000,1,1,2184,83-55 Woodhaven Blvd Unit 1A,"Woodhaven, NY 11421",New York,Queens County,Queens,40.700309,-73.8535466
Brokered by STROFFOLINO REALTY LLC,Co-op for sale,539000,2,2,1100,9425 Shore Rd Apt 4F,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6170731,-74.0383836
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,1295000,4,2,1995,2501 Palisade Ave Apt H2,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8809873,-73.9224337
Brokered by Brown Harris Stevens,Co-op for sale,280000,1,1,1000,8015 6th Ave Apt A1,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6241766,-74.0216837
Brokered by Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op for sale,259000,3,2,1089,7E Edgewater Park Unit E,"Bronx, NY 10465",United States,New York,Bronx County,40.8246371,-73.8072061
Brokered by Utopia Real Estate,Co-op for sale,69900,2,1,700,61 Edgewater Park Unit B,"Bronx, NY 10465",United States,New York,Bronx County,40.8224987,-73.8111568
Brokered by Charles H. Greenthal Property,Co-op for sale,1399000,3,4,1993,269-10 Grand Central Pkwy Unit 21W,"Floral Park, NY 11005",New York,Queens County,Queens,40.7566899,-73.72075
Brokered by RE MAX Boutique Realty,Co-op for sale,90000,1,1,450,1383 Plimpton Ave Apt 1C,"Bronx, NY 10452",New York,Bronx County,The Bronx,40.8423705,-73.9234444
Brokered by Charles H. Greenthal Property,Co-op for sale,449000,2,2,1549,26910 Grand Central Pkwy Apt 22L,"Floral Park, NY 11005",New York,Queens County,Queens,40.7577991,-73.7159564
Brokered by Corcoran East Side,Co-op for sale,550000,1,1,2184,609 Columbus Ave Apt 10I,"New York, NY 10024",New York,New York County,New York,40.7887084,-73.9700091
Brokered by COMPASS,Co-op for sale,1895000,2,2,2184,905 Union St Apt 1,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.673976,-73.973535
Brokered by COMPASS,Co-op for sale,2375000,1,2,2184,10 Bleecker St Apt 5D,"Manhattan, NY 10012",New York,New York County,New York,40.7252187,-73.9929764
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,269000,1,1,2184,4901 Henry Hudson Pkwy W Apt 5F,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.8968048,-73.9087471
Brokered by COMPASS,Co-op for sale,695000,2,2,2184,575 Park Ave Unit 1101,"Manhattan, NY 10065",New York,New York County,New York,40.7651716,-73.9678719
Brokered by Ilite Realty Inc,Co-op for sale,459000,3,2,1250,2475 W 16th St Apt 19H,"Brooklyn, NY 11214",United States,New York,Kings County,40.5866482,-73.9845156
Brokered by Winzone Realty Inc,Co-op for sale,425000,3,2,1405,58-03 Calloway St Unit 2P2,"Corona, NY 11368",United States,New York,Queens County,40.7381853,-73.8581248
Brokered by Byson Real Estate Company - Byson Real Estate Company,Co-op for sale,1525000,2,2,2184,67 Riverside Dr Apt 1C,"New York, NY 10024",New York,New York County,New York,40.784623,-73.9826586
Brokered by COMPASS,Co-op for sale,695000,2,2,2184,575 Park Ave Unit 1101,"Manhattan, NY 10065",New York,New York County,New York,40.7651716,-73.9678719
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,269000,1,1,2184,4901 Henry Hudson Pkwy W Apt 5F,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.8968048,-73.9087471
Brokered by Winzone Realty Inc,Co-op for sale,425000,3,2,1405,58-03 Calloway St Unit 2P2,"Corona, NY 11368",United States,New York,Queens County,40.7381853,-73.8581248
Brokered by Queens Quality Management,Co-op for sale,358000,2,1,2184,212-79 16 Ave Unit 183,"Bayside, NY 11360",New York,Queens County,Queens,40.7855174,-73.7797613
Brokered by COMPASS,Co-op for sale,975000,3,1,2184,360 W 22nd St Apt 9J,"Manhattan, NY 10011",New York,New York County,New York,40.7455051,-74.0016003
Brokered by Pride Estates,Co-op for sale,498000,2,1,975,138 71st St Apt E10,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6351164,-74.0311609
Brokered by Laffey Real Estate,Co-op for sale,385000,1,2,900,1805 215th St Apt 4S,"Bayside, NY 11360",New York,Queens County,Queens,40.7839299,-73.77643
Brokered by COMPASS,Co-op for sale,399000,1,1,2184,34-41 85th St Unit 3U,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7531191,-73.8818757
Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,1088000,5,2,2184,20 Continental Ave Unit 5EF,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7186003,-73.8453488
Brokered by NextHome Residential,Co-op for sale,265000,1,1,700,23-45 Bell Blvd Unit 5K,"Bayside, NY 11360",New York,Queens County,Queens,40.7824499,-73.7765099
"Brokered by MAXIMILLION REALTY, INC.",Co-op for sale,288000,1,1,845,3901 Nostrand Ave Apt 4C,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5894827,-73.9395372
Brokered by COMPASS,Co-op for sale,999995,3,2,1750,205 E 63rd St Unit 11EF,"Manhattan, NY 10065",New York,New York County,New York,40.7640501,-73.964336
Brokered by Corcoran East Side,Co-op for sale,1495000,2,2,1350,200 E 74th St Apt 6B,"New York, NY 10021",New York,New York County,New York,40.7708195,-73.9595235
Brokered by Corcoran Park Avenue South,Co-op for sale,925000,1,1,1000,235 E 73rd St # 4B,"New York, NY 10021",New York,New York County,New York,40.7699425,-73.9583558
Brokered by Realty Connect USA LLC,Co-op for sale,349000,2,1,2184,84-70 129 St N Unit 5U,"Kew Gardens, NY 11415",New York,Queens County,Queens,40.7050355,-73.8241699
Brokered by Platinum Properties of Long Island,Co-op for sale,329000,1,1,820,111-39 76th Rd Unit E6,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7157399,-73.83672
Brokered by Keller Williams Realty Liberty,Co-op for sale,439500,3,2,1400,83-80 118th St Unit 3O,"Kew Gardens, NY 11415",New York,Queens County,Queens,40.7047878,-73.8344551
Brokered by Prime Properties Long Island,Co-op for sale,299000,1,1,2184,118-18 Union Tpke Unit 17G,"Kew Gardens, NY 11415",New York,Queens County,Queens,40.7123992,-73.8339305
Brokered by Oxford Property Group,Co-op for sale,425000,3,1,2184,504 W 135th St Apt 1B,"New York, NY 10031",New York,New York County,New York,40.8189893,-73.953108
Brokered by BESMATCH REAL ESTATE,Co-op for sale,69000,1,1,850,1185 Anderson Ave Apt 2E,"Bronx, NY 10452",New York,Bronx County,The Bronx,40.8366623,-73.9239586
Brokered by COMPASS,Co-op for sale,230000,1,1,620,255 W 108th St Apt 1F,"Manhattan, NY 10025",New York,New York County,New York,40.8028416,-73.9670229
Brokered by Crifasi Real Estate Inc,Co-op for sale,220000,1,1,590,82-35 134th St Unit 2D,"Briarwood, NY 11435",New York,Queens County,Queens,40.7130136,-73.8230375
Brokered by E Realty International Corp,Co-op for sale,198000,3,1,2184,42-40 Bowne St Unit 6F,"Flushing, NY 11355",New York,Queens County,Queens,40.756144,-73.8213672
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,1495000,1,2,2184,48 Gramercy Park N Apt 1B,"Manhattan, NY 10010",New York,New York County,New York,40.7382884,-73.9851838
Brokered by Corcoran West Side,Co-op for sale,475000,1,1,615,520 E 90th St Apt 1L,"New York, NY 10128",New York,New York County,New York,40.7779975,-73.9445342
Brokered by Rad Marketing Corp,Co-op for sale,199900,2,1,2184,234-04 131 Ave Unit 2,"Rosedale, NY 11422",New York,Queens County,Queens,40.6779049,-73.733881
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1,2184,33-05 92nd St Unit 1B,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7562792,-73.8758052
Brokered by RE MAX Edge,Co-op for sale,295000,2,1,700,1275 E 5th St Apt 6A,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,40.6196386,-73.9707307
Brokered by Voro Llc,Co-op for sale,328000,1,1,800,83-30 Vietor Ave Unit 414,"Elmhurst, NY 11373",New York,Queens County,Queens,40.743059,-73.880983
Brokered by Corcoran Park Slope,Co-op for sale,849000,2,1,800,299 13th St Apt 3D,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.6662599,-73.9870141
Brokered by HOULIHAN LAWRENCE - LaGrangeville,Co-op for sale,560000,3,1,550,165 W End Ave Apt 16C,"New York, NY 10023",New York,New York County,New York,40.777244,-73.9868738
Brokered by Corcoran Park Slope,Co-op for sale,849000,2,1,800,299 13th St Apt 3D,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.6662599,-73.9870141
Brokered by RE MAX Elite,Co-op for sale,418888,2,1,900,946 59th St Apt 4B,"Brooklyn, NY 11219",New York,Kings County,Brooklyn,40.6339124,-74.0058434
Brokered by Sbny Re,Co-op for sale,199000,1,1,2184,67-38 108 St Unit D5,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7282899,-73.8472
"Brokered by CLAS - Classic Marketing, LLC",Co-op for sale,1465000,3,3,2184,215 E 73rd St Unit 4A,"New York, NY 10021",New York,New York County,New York,40.7701914,-73.9590118
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,3950000,3,3,2184,2 Sutton Pl S Apt 19F,"Manhattan, NY 10022",New York,New York County,New York,40.7573949,-73.9606545
Brokered by Corcoran Brooklyn Heights,Co-op for sale,370000,1,1,2184,100 Remsen St Apt 3F,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.6939582,-73.9943695
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3649000,3,2,2184,11 W 30th St Apt 11F,"New York, NY 10001",New York,New York County,New York,40.7464683,-73.9872992
Brokered by Douglas Elliman - 187 Seventh Ave,Co-op for sale,259000,1,1,750,3500 Snyder Ave Apt 5N,"Brooklyn, NY 11203",New York,Kings County,Brooklyn,40.6491203,-73.9440658
Brokered by Douglas Elliman - 1410 Cortelyou Rd,Co-op for sale,535000,1,1,750,192 E 8th St Apt 1C,"Brooklyn, NY 11218",New York,Kings County,Brooklyn,40.6453011,-73.9723049
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1200000,3,2,2184,955 Lexington Ave Unit 5C,"New York, NY 10021",New York,New York County,New York,40.7687538,-73.9631311
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,Co-op for sale,1300000,2,2,2184,269 W 87th St Apt 6C,"New York, NY 10024",New York,New York County,New York,40.7895034,-73.9769713
Brokered by Steven Corcoran Real Estate LLC - Steven Corcoran Real Estate TudorCity.com,Co-op for sale,339000,3,1,250,314 E 41st St Apt 303B,"New York, NY 10017",New York,New York County,New York,40.7488879,-73.9723947
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1799995,2,2,2184,207 E 74th St Unit 8M,"New York, NY 10021",New York,New York County,New York,40.7708932,-73.9586258
Brokered by EXP Realty,Co-op for sale,459000,2,1,950,142-05 Roosevelt Ave Unit 435,"Flushing, NY 11354",New York,Queens County,Queens,40.7607942,-73.8258766
Brokered by Corcoran SoHo,Co-op for sale,400000,2,2,1150,8 Magnolia Pl # 8,"Bronx, NY 10465",United States,New York,Bronx County,40.8131429,-73.808397
"Brokered by Bizzarro Agency, LLC",Co-op for sale,105000,3,1,656,2191 Bolton St Apt 5E,"Bronx, NY 10462",New York,Bronx County,The Bronx,40.8560699,-73.8688751
Brokered by NY Home Ventures,Co-op for sale,202000,2,1,1453,18-70 211 St Unit 2A,"Bayside, NY 11360",New York,Queens County,Queens,40.7802813,-73.7818912
Brokered by Douglas Elliman - 237 Smith St,Co-op for sale,599000,3,1,1200,7901 4th Ave Apt F7,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6279352,-74.0260154
Brokered by Douglas Elliman - Franklin Square,Co-op for sale,319000,3,1,960,58-42 251st St Unit 190,"Little Neck, NY 11362",United States,New York,Queens County,40.7598591,-73.7290086
"Brokered by Robert E. Hill, Inc.",Co-op for sale,105509,1,1,650,60 Knolls Cres Apt 8F,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.879078,-73.9175196
Brokered by Ooakb&F Inc,Co-op for sale,395995,2,1,1100,5601 Riverdale Ave Apt 2B,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.9048823,-73.9051113
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,1649000,2,2,2184,165 W End Ave Apt 7N,"New York, NY 10023",New York,New York County,New York,40.777244,-73.9868738
Brokered by EXP Realty,Co-op for sale,365000,2,1,2184,83-40 Austin St Unit 3E,"Kew Gardens, NY 11415",New York,Queens County,Queens,40.7083799,-73.8290102
Brokered by Corcoran SoHo,Co-op for sale,149000,3,1,400,87 Saint Marks Pl Apt 4C,"New York, NY 10009",New York,New York County,New York,40.7276196,-73.9848906
NoBroker,Co-op for sale,235000,3,2,1400,143-50 Hoover Ave Unit 307,"Jamaica, NY 11435",New York,Queens County,Queens,40.7142299,-73.8152
Brokered by Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op for sale,215000,2,2,747,127C Edgewater Park Unit C,"Bronx, NY 10465",United States,New York,Bronx County,40.8233271,-73.8110122
Brokered by Signature Premier Properties,Co-op for sale,275000,2,1,900,1910 Pelham Pkwy S Apt 2A,"Bronx, NY 10461",New York,Bronx County,The Bronx,40.8554764,-73.8287193
"Brokered by Century 21 Amiable Realty Group II, Inc.",Co-op for sale,295000,3,1,2184,155-23 79th St Unit 2,"Howard Beach, NY 11414",New York,Queens County,Queens,40.6633466,-73.8542803
Brokered by Berkshire Hathaway HomeServices New York Properties - Scarsdale,Co-op for sale,159000,2,1,1010,3531 Bronxwood Ave Apt Stb,"Bronx, NY 10469",United States,New York,Bronx County,40.8762047,-73.8603621
Brokered by Morris Park Realty Group,Co-op for sale,49500,3,2,800,150 City Island Ave Unit E3,"Bronx, NY 10464",New York,Bronx County,The Bronx,40.8432844,-73.7846028
Brokered by Keller Williams Realty Liberty,Co-op for sale,259500,2,1,2184,123-35 82nd Rd Unit 5H,"Kew Gardens, NY 11415",New York,Queens County,Queens,40.7121373,-73.8277084
Brokered by COMPASS,Co-op for sale,449500,1,1,2184,180 Thompson St Apt Ld,"Manhattan, NY 10012",United States,New York,New York County,40.7278952,-73.9998294
Brokered by Llk Homes Realty Inc.,Co-op for sale,209000,1,1,1078,4410 Cayuga Ave Unit B3,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.8915963,-73.8989828
Brokered by COMPASS,Co-op for sale,280000,3,2,1100,1506 Overing St Unit STR3,"Bronx, NY 10461",New York,Bronx County,The Bronx,40.8409736,-73.8456248
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,275000,3,1,2184,419 E 87th St Apt 3A,"New York, NY 10128",New York,New York County,New York,40.7772579,-73.9476695
Brokered by COMPASS,Co-op for sale,235000,3,1,2184,133 Beach 120th St Apt 2E,"Queens, NY 11694",New York,Queens County,Queens,40.576751,-73.8398387
Brokered by Madison Estates Sotheby's International Realty,Co-op for sale,215000,3,1,1100,1075 Ocean Pkwy Apt 1C,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,40.622324,-73.9695073
Brokered by GANG JASON A,Co-op for sale,270000,2,2,900,33-05 92nd St Unit 1C,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7562792,-73.8758052
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,375000,2,2,1200,3635 Johnson Ave Apt 3G,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8876529,-73.909649
Brokered by Corcoran SoHo,Co-op for sale,565000,1,1,2184,78 8th Ave Apt 2K,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.6733809,-73.9732475
Brokered by Exit Alliance Realty,Co-op for sale,199000,2,1,2184,8900 170th St Apt 7D,"Jamaica, NY 11432",New York,Queens County,Queens,40.7092156,-73.7912209
Brokered by RE MAX Real Estate Professionals,Co-op for sale,300000,2,1,900,350 Richmond Ter Apt 3C,"Staten Island, NY 10301",New York,Richmond County,Staten Island,40.6479387,-74.0852701
Brokered by Corcoran Long Island City,Co-op for sale,350000,2,1,825,274 S 2nd St Apt 30,"Brooklyn, NY 11211",New York,Kings County,Brooklyn,40.711175,-73.957086
Brokered by Apple Realty Group Corp,Co-op for sale,278500,2,1,2184,65-38 Booth St Unit 6E,"Rego Park, NY 11374",New York,Queens County,Queens,40.7267837,-73.8587799
Brokered by COMPASS,Co-op for sale,738000,3,2,2184,303 E 57th St Apt 39A,"Manhattan, NY 10022",New York,New York County,New York,40.7595774,-73.964779
Brokered by Re/Max Elite,Co-op for sale,369000,1,1,1470,12310 Ocean Promenade Apt 7H,"Rockaway Park, NY 11694",New York,Queens County,Queens,40.5756358,-73.8423199
Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,1095000,4,4,2500,27110 Grand Central Pkwy Ph F,"Floral Park, NY 11005",United States,New York,Queens County,40.7564761,-73.7212008
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,375000,2,2,1350,4601 Henry Hudson Pkwy W Apt A8,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.8938465,-73.9091368
Brokered by O Kane Realty,Co-op for sale,549000,2,2,1200,69-10 108 St Unit 6O,"Forest Hills, NY 11375",New York,Queens County,Queens,40.724514,-73.8458441
Brokered by Top Nest Inc,Co-op for sale,219000,3,1,1050,2229 Knapp St Apt 2A,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.5988908,-73.9334675
Brokered by R Jaundoo Realty Llc,Co-op for sale,298000,3,2,1100,1425 Thieriot Ave Apt 6L,"Bronx, NY 10460",New York,Bronx County,The Bronx,40.8363242,-73.8654755
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,775000,3,1,2184,46 Commerce St # 5,"New York, NY 10014",New York,New York County,New York,40.7313539,-74.0050572
Brokered by Corcoran Brooklyn Heights,Co-op for sale,410000,1,1,2184,8701 Shore Rd Apt 435,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6249201,-74.0404698
Brokered by Douglas Elliman - Bayside,Co-op for sale,325000,2,1,2184,67-12 Yellowstone Blvd Unit B1,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7280894,-73.8494828
Brokered by Mjr Real Estate Llc,Co-op for sale,568888,3,2,1100,98-05 63 Rd Unit 4E,"Rego Park, NY 11374",United States,New York,Queens County,40.7322223,-73.8588845
NoBroker,Co-op for sale,299000,3,1,2184,2212 Brigham St Apt 3C,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.5987787,-73.9350489
Brokered by Realty Executives Today,Co-op for sale,259000,2,1,2184,84-25 118 St Unit 1B,"Kew Gardens, NY 11418",New York,Queens County,Queens,40.7041499,-73.83371
Brokered by Sbny Re,Co-op for sale,425000,2,1,2184,70-25 Yellowstone Blvd Unit 14X,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7226099,-73.8495
Brokered by Adcny Realty Corp,Co-op for sale,185000,2,1,600,526 W 158th St Apt 64,"New York, NY 10032",New York,New York County,New York,40.833945,-73.9432359
Brokered by Realty Executives Today,Co-op for sale,259000,2,1,2184,84-25 118 St Unit 1B,"Kew Gardens, NY 11418",New York,Queens County,Queens,40.7041499,-73.83371
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,419000,2,1,2184,150-58 Jewel Ave Unit 75A,"Flushing, NY 11367",New York,Queens County,Queens,40.7312799,-73.8192399
Brokered by BHHS New York Properties,Co-op for sale,875000,2,1,2184,20 E 35th St Apt 3D,"New York, NY 10016",New York,New York County,New York,40.748098,-73.9824791
Brokered by EBMG LLC,Co-op for sale,219000,2,1,2184,8377 Woodhaven Blvd Apt 2B,"Woodhaven, NY 11421",New York,Queens County,Queens,40.6999899,-73.8539
Brokered by RE/MAX Opulent,Co-op for sale,120000,2,1,600,2962 Decatur Ave Apt 1C,"Bronx, NY 10458",New York,Bronx County,The Bronx,40.8683656,-73.8832093
Brokered by ERA Insite Realty Services,Co-op for sale,229000,2,1,950,4315 Webster Ave Apt 3L,"Bronx, NY 10470",New York,Bronx County,The Bronx,40.8995193,-73.8623678
"Brokered by Century 21 Amiable Realty Group II, Inc.",Co-op for sale,239000,2,1,798,155-07 86th St Unit 102,"Howard Beach, NY 11414",New York,Queens County,Queens,40.6649999,-73.84857
Brokered by Keller Williams Rlty Landmark,Co-op for sale,369888,2,2,2184,98-120 Queens Blvd Unit 6K,"Rego Park, NY 11374",New York,Queens County,Queens,40.726843,-73.85458
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,500000,2,2,2184,465 Park Ave Unit 34E,"New York, NY 10022",New York,New York County,New York,40.7616461,-73.9701294
"Brokered by Robert E. Hill, Inc.",Co-op for sale,175849,2,1,850,60 Knolls Cres Apt 8M,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.879078,-73.9175196
Brokered by TREBACH REALTY INC,Co-op for sale,1235000,3,2,2184,2501 Palisade Ave Apt D2,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8799728,-73.9221419
Brokered by City Connections Realty,Co-op for sale,785000,1,1,2184,10 Park Ave Unit 10K,"New York, NY 10016",New York,New York County,New York,40.7473555,-73.9813841
Brokered by Coldwell Banker Reliable Real Estate,Co-op for sale,750000,3,2,1750,870 Riverside Dr Apt 5D,"New York, NY 10032",New York,New York County,New York,40.8368955,-73.9465033
Brokered by COMPASS,Co-op for sale,324000,1,1,2184,35-31 85th St Unit 7F,"Queens, NY 11372",United States,New York,Queens County,40.7512505,-73.8814433
"Brokered by Robert E. Hill, Inc.",Co-op for sale,220000,2,1,850,5620 Netherland Ave Apt 3G,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.9049354,-73.9060897
Brokered by Brown Harris Stevens - 100 Seventh Avenue,Co-op for sale,185000,1,1,2184,789 Macdonough St Apt 4G,"Brooklyn, NY 11233",New York,Kings County,Brooklyn,40.684563,-73.914482
"Brokered by AMERIHOMES REALTY OF NY, INC.",Co-op for sale,250000,2,1,950,2525 W 2nd St Apt 2E,"Brooklyn, NY 11223",New York,Kings County,Brooklyn,40.5875717,-73.9712821
Brokered by Corcoran SoHo,Co-op for sale,299000,3,1,640,410 E 57th St Apt 8B,"New York, NY 10022",New York,New York County,New York,40.7578323,-73.9624557
Brokered by Douglas Elliman - Port Washington,Co-op for sale,299000,2,1,2184,193-15 37 Ave Unit 177,"Flushing, NY 11358",New York,Queens County,Queens,40.7626299,-73.78916
Brokered by New Heights Realty,Co-op for sale,279000,3,1,550,57 Park Terrace Ter W Unit 3F,"New York, NY 10034",New York,New York County,New York,40.8712698,-73.9178529
Brokered by COMPASS,Co-op for sale,17900000,6,4,2184,41 Central Park W Unit 11A,"Manhattan, NY 10023",New York,New York County,New York,40.7713789,-73.9798579
"Brokered by Harlem Lofts Inc.- Harlem Lofts, Inc.",Co-op for sale,149000,1,1,375,219 W 144th St Apt 41,"New York, NY 10030",New York,New York County,New York,40.8213094,-73.9399984
Brokered by Corcoran Westside Columbus,Co-op for sale,260000,2,1,2184,515 W 135th St Apt 4C,"New York, NY 10031",New York,New York County,New York,40.8196151,-73.9532441
Brokered by East Coast Realty Partners,Co-op for sale,220000,1,1,2184,6565 Wetherole St Apt 4O,"Rego Park, NY 11374",New York,Queens County,Queens,40.725937,-73.8572908
Brokered by Charles H. Greenthal Property,Co-op for sale,489000,2,2,1549,26910 Grand Central Pkwy Apt 27G,"Floral Park, NY 11005",New York,Queens County,Queens,40.7577991,-73.7159564
Brokered by RE MAX Voyage,Co-op for sale,315000,1,1,850,35-31 85th St Unit 2M,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7520799,-73.88188
NoBroker,Co-op for sale,115000,3,1,2184,87-15 165th St Unit 6C,"Jamaica, NY 11432",New York,Queens County,Queens,40.7104509,-73.7982064
Brokered by Lopez Realty Team Inc,Co-op for sale,119000,1,1,650,754 Brady Ave Apt 205,"Bronx, NY 10462",New York,Bronx County,The Bronx,40.8522378,-73.8655788
