Broker Title,Type,Price,Bedrooms,Bathrooms,Square Feet,Address,State,Administrative Area Level 2,Locality,Sub-Locality,Latitude,Longitude
Brokered by COMPASS,Co-op for sale,555555,1,1,2184,622 W End Ave Apt 4E,"Manhattan, NY 10024",New York,New York County,New York,40.7914938,-73.9756337
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,293900,1,1,2184,35-31 85th St Unit 6C,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7512505,-73.8814433
Brokered by EXP Realty,Co-op for sale,150000,3,1,600,99-10 60 Ave Unit 5L,"Corona, NY 11368",New York,Queens County,Queens,40.7364499,-73.8584826
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,650000,1,1,2184,411 E 57th St Apt 16B,"New York, NY 10022",New York,New York County,New York,40.7582795,-73.9624506
Brokered by Sold By Bart R E Partners Inc,Co-op for sale,250000,2,1,2184,83-55 Woodhaven Blvd Unit 6K,"Woodhaven, NY 11421",New York,Queens County,Queens,40.700309,-73.8535466
Brokered by Re/Max In The City,Co-op for sale,125000,3,1,600,3121 Middletown Rd Apt 1C,"Bronx, NY 10461",New York,Bronx County,The Bronx,40.8455961,-73.8264218
Brokered by COMPASS,Co-op for sale,2200000,3,3,2195,336 Central Park W Apt 3B,"Manhattan, NY 10025",New York,New York County,New York,40.7904197,-73.966175
Brokered by Jane Mosello Real Estate,Co-op for sale,279000,2,2,1050,4320 Van Cortlandt Park E Apt R,"Bronx, NY 10470",United States,New York,Bronx County,40.898666,-73.8738365
Brokered by J. Milo Real Estate Ltd,Co-op for sale,339000,1,1,1085,9437 Shore Rd Apt C8,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6171201,-74.0385203
Brokered by Re/Max In The City,Co-op for sale,189000,1,1,700,6535 Broadway Apt 1G,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.906568,-73.8968047
Brokered by Corcoran East Side,Co-op for sale,48000000,5,2,2184,740 Park Ave # 4 & 5B,"New York, NY 10021",New York,New York County,New York,40.7707516,-73.9645283
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,4995000,2,2,2184,14 E 75th St Unit 9D,"Manhattan, NY 10021",New York,New York County,New York,40.7737635,-73.9644574
Brokered by Corcoran West Side,Co-op for sale,385000,1,1,2184,116 Pinehurst Ave Apt B52,"New York, NY 10033",United States,New York,New York County,40.8522694,-73.939181
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,175000,3,1,2184,275 Webster Ave Apt 6G,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,40.6329634,-73.9709274
Brokered by Pantiga Group Inc.,Co-op for sale,175000,1,1,800,190 E Mosholu Pkwy S Apt 3B,"Bronx, NY 10458",New York,Bronx County,The Bronx,40.8742949,-73.883753
Brokered by EXP Realty,Co-op for sale,480000,2,1,2184,66-36 Yellowstone Blvd Unit 22B,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7291499,-73.84944
Brokered by eXp Realty BKNY,Co-op for sale,285000,1,1,750,1293 E 5th St Apt 6B,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,40.6195811,-73.9706361
Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,729000,2,2,1700,26910 Grand Central Pkwy Apt 12O,"Floral Park, NY 11005",New York,Queens County,Queens,40.7577991,-73.7159564
Brokered by Douglas Elliman - Bayside,Co-op for sale,199999,1,1,2184,209-10 41st Ave Unit 1F,"Bayside, NY 11361",New York,Queens County,Queens,40.762788,-73.7768814
Brokered by RE/MAX City Square,Co-op for sale,319000,2,1,2184,67-41 Burns St Unit 414,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7230399,-73.85628
Brokered by JWS REALTY GROUP,Co-op for sale,245000,3,1,260,5 Tudor City Pl Apt 1818,"Ny, NY 10017",New York,New York County,New York,40.748134,-73.9708805
Brokered by RE/MAX City Square,Co-op for sale,319000,2,1,2184,67-41 Burns St Unit 414,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7230399,-73.85628
Brokered by Serhant,Co-op for sale,8995000,5,4,5500,38 W 26th St Unit 9TH,"New York, NY 10010",New York,New York County,New York,40.7442721,-73.9907621
Brokered by Jnm & Associates Inc,Co-op for sale,650000,3,1,2184,116 Cambridge Pl Apt 3C,"Brooklyn, NY 11238",New York,Kings County,Brooklyn,40.6837918,-73.9631445
Brokered by TRACEY REAL ESTATE,Co-op for sale,174000,1,1,800,3105 Avenue V Apt 1H,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.5997081,-73.9344974
Brokered by Keller Williams Ny Realty,Co-op for sale,170000,2,1,850,3555 Kings College Pl Apt 2G,"Bronx, NY 10467",New York,Bronx County,The Bronx,40.8813916,-73.8757001
Brokered by Corcoran Westside Columbus,Co-op for sale,1295000,2,2,2100,28 Old Fulton St # Thf,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.702334,-73.9937463
Brokered by COMPASS,Co-op for sale,465000,2,2,2184,420 E 51st St Apt 10C,"Manhattan, NY 10022",New York,New York County,New York,40.754032,-73.965157
Brokered by Voro Llc,Co-op for sale,298999,2,1,2184,229-17 87th Ave Unit Upper,"Queens Village, NY 11427",United States,New York,Queens County,40.7317712,-73.739171
Brokered by EXIT ALL SEASONS REALTY,Co-op for sale,209900,1,1,780,3845 Shore Pkwy Apt 5H,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.586901,-73.932949
Brokered by COMPASS,Co-op for sale,539000,1,1,2184,385 E 18th St Apt 6J,"Brooklyn, NY 11226",New York,Kings County,Brooklyn,40.6419847,-73.9614428
Brokered by Houlihan Lawrence Bronxville,Co-op for sale,199900,1,1,925,55 E 190th St Apt 3,"Bronx, NY 10468",New York,Bronx County,The Bronx,40.863113,-73.8983227
Brokered by COMPASS,Co-op for sale,789000,2,1,2184,400 E 77th St Apt 4E,"Manhattan, NY 10075",New York,New York County,New York,40.7707244,-73.9533267
Brokered by William Raveis Real Estate - Yorktown Heights,Co-op for sale,289999,1,1,830,2550 Independence Ave Apt 3C,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8799897,-73.919862
Brokered by BHHS New York Properties,Co-op for sale,4050000,4,3,2184,1060 Fifth Ave Unit 3C,"New York, NY 10128",New York,New York County,New York,40.7822029,-73.959633
Brokered by Fillmore Real Estate,Co-op for sale,899000,2,2,1300,9201 Shore Rd Apt C507,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.620502,-74.0396973
Brokered by Redfin Real Estate,Co-op for sale,650000,2,1,2184,332 W 101st St Apt 2R,"New York, NY 10025",New York,New York County,New York,40.798761,-73.9721556
Brokered by Flat Rate Realty Of Queens Ltd,Co-op for sale,169000,1,1,850,165-20 Highland Ave Unit 105,"Jamaica, NY 11432",New York,Queens County,Queens,40.7106599,-73.7986899
Brokered by Brown Harris Stvns Forest Hill,Co-op for sale,695000,2,2,2184,35-25 77th St Unit A16,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7507718,-73.8890157
Brokered by Flat Rate Realty Of Queens Ltd,Co-op for sale,169000,1,1,850,165-20 Highland Ave Unit 105,"Jamaica, NY 11432",New York,Queens County,Queens,40.7106599,-73.7986899
Brokered by Corcoran West Side,Co-op for sale,445000,1,1,2184,25 Tudor City Pl Apt 419,"New York, NY 10017",10017,United States,New York,40.7488491,-73.9716161
Brokered by COMPASS,Co-op for sale,449000,3,1,2184,440 E 56th St Apt 4D,"Manhattan, NY 10022",New York,New York County,New York,40.7568629,-73.9621341
Brokered by Hometown Properties,Co-op for sale,335000,1,1,756,7901 4th Ave Apt E5,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6273371,-74.0262024
Brokered by Geo Real Estate Group Inc,Co-op for sale,375000,1,1,500,240 E 55th St Apt 8E,"New York, NY 10022",New York,New York County,New York,40.7581216,-73.9670704
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,349000,1,1,800,510 Ocean Pkwy Apt 4D,"Kensington, NY 11218",United States,New York,Kings County,40.6358249,-73.973308
Brokered by Amorelli Realty LLC,Co-op for sale,169000,1,1,2184,21-57 33rd St Unit 5D,"Astoria, NY 11105",New York,Queens County,Queens,40.7759232,-73.9087334
Brokered by Weichert Realtors TMT Group,Co-op for sale,335000,3,2,2184,18-50 211 St Unit 3D,"Bayside, NY 11360",New York,Queens County,Queens,40.7805732,-73.7825806
"Brokered by Compass Greater Ny, Llc",Co-op for sale,549000,3,1,1200,7002 Ridge Blvd Apt D11,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6358323,-74.0291372
Brokered by eXp Realty BKNY,Co-op for sale,445000,3,2,1250,2483 W 16th St Apt 3C,"Brooklyn, NY 11214",United States,New York,Kings County,40.5871907,-73.9840965
Brokered by Keller Williams Rlty Landmark,Co-op for sale,225000,1,1,2184,35-45 204 St Unit 399,"Bayside, NY 11361",New York,Queens County,Queens,40.7664499,-73.78359
Brokered by Level,Co-op for sale,220000,3,1,2184,273 Bennett Ave Apt 6E,"New York, NY 10040",New York,New York County,New York,40.8590729,-73.9322176
Brokered by RE/MAX Team,Co-op for sale,289000,3,1,2184,2199 Holland Ave Apt 5N,"Bronx, NY 10462",New York,Bronx County,The Bronx,40.8563536,-73.865974
Brokered by Pantiga Group Inc.,Co-op for sale,259000,2,1,950,800 Grand Concourse Ave Unit Gjn,"Bronx, NY 10451",United States,New York,Bronx County,40.8248699,-73.9229829
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,299000,3,1,2184,579 W 215th St Apt 9D,"New York, NY 10034",New York,New York County,New York,40.8718895,-73.9188667
Brokered by Coldwell Banker American Homes,Co-op for sale,230000,1,1,2184,43-25 Douglaston Pkwy Unit 6D,"Douglaston, NY 11363",New York,Queens County,Queens,40.7670699,-73.74642
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,775000,1,1,2184,401 W End Ave Unit 3E,"Manhattan, NY 10024",New York,New York County,New York,40.7845412,-73.981249
Brokered by Coldwell Banker American Homes,Co-op for sale,230000,1,1,2184,43-25 Douglaston Pkwy Unit 6D,"Douglaston, NY 11363",New York,Queens County,Queens,40.7670699,-73.74642
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,775000,1,1,2184,401 W End Ave Unit 3E,"Manhattan, NY 10024",New York,New York County,New York,40.7845412,-73.981249
Brokered by COMPASS,Co-op for sale,7495000,6,4,2184,151 E 79th St Fl 11,"Manhattan, NY 10075",New York,New York County,New York,40.775111,-73.958515
Brokered by Brown Harris Stevens,Co-op for sale,192500,1,1,2184,555 Kappock St Apt 12F,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.878087,-73.9170513
Brokered by Gerard R Desgranges,Co-op for sale,395000,1,1,550,170 W 85th St Apt 4NW,"New York, NY 10024",New York,New York County,New York,40.7867652,-73.9753353
Brokered by Bond New York- Columbus Circle,Co-op for sale,699000,2,1,800,7 W 92nd St Apt 5G,"New York, NY 10025",New York,New York County,New York,40.7896573,-73.9673229
Brokered by COMPASS,Co-op for sale,1895000,3,2,2184,378 4th St Apt 4,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.6708384,-73.9812037
Brokered by COMPASS,Co-op for sale,1650000,1,2,1000,92 Horatio St Apt 1L,"Manhattan, NY 10014",New York,New York County,New York,40.7385868,-74.0078404
Brokered by Jonarbri Realty,Co-op for sale,385000,2,1,2184,420 44th St Apt 3,"Brooklyn, NY 11220",New York,Kings County,Brooklyn,40.649346,-74.0086998
Brokered by Exp Realty,Co-op for sale,249999,2,1,750,2018 E 59th St Unit 159D,"Old Mill Basin, NY 11234",New York,Kings County,Brooklyn,40.6152328,-73.9176941
Brokered by Howard Hanna Coach Realtors - Floral Park,Co-op for sale,270000,1,1,2184,18-75 Corporal Kennedy St Unit 5J,"Bayside, NY 11360",New York,Queens County,Queens,40.779366,-73.7827644
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,395000,3,1,2184,69 W 9th St Apt 4C,"New York, NY 10011",New York,New York County,New York,40.734266,-73.9987024
Brokered by Keller Williams Rlty Landmark,Co-op for sale,329888,3,1,2184,210-15 23 Ave Unit 1,"Bayside, NY 11360",New York,Queens County,Queens,40.7790999,-73.78125
Brokered by Piastro Realty LLC,Co-op for sale,311000,1,1,780,40 Brighton 1 Rd Unit 6B,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5756277,-73.9667833
Brokered by RE MAX Distinguished Homes & Properties,Co-op for sale,159000,1,1,800,2630 Kingsbridge Ter Apt 7Y,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8697508,-73.905391
Brokered by Desimone Real Estate,Co-op for sale,669000,3,2,1480,3901 Nostrand Ave Apt 6P,"Brooklyn, NY 11235",United States,New York,Kings County,40.5894827,-73.9395372
Brokered by Hometown Properties,Co-op for sale,305000,1,1,750,7259 Shore Rd Apt 3G,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6347271,-74.036817
Brokered by Compass Greater NY LLC,Co-op for sale,599000,3,2,2184,18-15 215 St Unit 2D,"Bayside, NY 11360",New York,Queens County,Queens,40.7839299,-73.77643
Brokered by Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op for sale,339000,2,2,906,86C Edgewater Park Unit C,"Bronx, NY 10465",United States,New York,Bronx County,40.8224723,-73.81106
Brokered by Brown Harris Stevens,Co-op for sale,565000,1,1,2184,107 W 70th St Apt 4F,"Manhattan, NY 10023",New York,New York County,New York,40.776443,-73.979985
Brokered by Oxford Property Group,Co-op for sale,399000,3,1,2184,36 W 35th St Apt 5D,"New York, NY 10001",New York,New York County,New York,40.7497074,-73.9859244
Brokered by COMPASS,Co-op for sale,895000,2,1,2184,55 E 65th St Apt 4A,"Manhattan, NY 10065",New York,New York County,New York,40.7669715,-73.9674377
Brokered by RE MAX Edge,Co-op for sale,299000,1,1,750,7119 Shore Rd Apt 2C,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.636031,-74.0365302
Brokered by EXP Realty,Co-op for sale,279000,2,1,810,196-44 69th Ave Unit 1ST,"Fresh Meadows, NY 11365",New York,Queens County,Queens,40.7365683,-73.7763893
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,285000,3,1,2184,417 E 87th St Apt 3B,"New York, NY 10128",New York,New York County,New York,40.7772709,-73.9477614
Brokered by COMPASS,Co-op for sale,735000,1,1,800,205 W 95th St Apt 3B,"Manhattan, NY 10025",New York,New York County,New York,40.7938201,-73.9713411
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,2950000,2,2,2184,20 Bond St Apt 2,"New York, NY 10012",New York,New York County,New York,40.7267495,-73.9938034
Brokered by COMPASS,Co-op for sale,899000,2,1,2184,345 W 55th St Apt 6B,"Manhattan, NY 10019",New York,New York County,New York,40.7661581,-73.985324
Brokered by Signature Premier Properties,Co-op for sale,320000,2,2,1200,3121 Middletown Rd Apt 2K,"Bronx, NY 10461",New York,Bronx County,The Bronx,40.8455961,-73.8264218
Brokered by EXP Realty,Co-op for sale,228888,1,1,900,85-15 Main St Unit 7A,"Briarwood, NY 11435",New York,Queens County,Queens,40.7097347,-73.8188287
Brokered by Keller Williams Realty Liberty,Co-op for sale,199888,2,1,2184,151-25 88 St Unit 4E,"Howard Beach, NY 11414",New York,Queens County,Queens,40.667401,-73.8470063
Brokered by Serhant,Co-op for sale,5995000,4,4,2184,110 Franklin St Unit 1,"New York, NY 10013",New York,New York County,New York,40.7187102,-74.005987
Brokered by TRACEY REAL ESTATE,Co-op for sale,699000,2,1,1100,125 Ocean Ave Apt 1J,"Brooklyn, NY 11225",New York,Kings County,Brooklyn,40.6599761,-73.9622977
Brokered by COMPASS,Co-op for sale,2000000,3,2,1800,106 E 85th St Apt 5S,"Manhattan, NY 10028",New York,New York County,New York,40.779073,-73.957175
Brokered by Winzone Realty Inc,Co-op for sale,538888,3,2,1500,23-55 Bell Blvd Unit 6G,"Bayside, NY 11360",New York,Queens County,Queens,40.7807824,-73.7743544
Brokered by Prime Properties Long Island,Co-op for sale,275000,1,1,2184,65-15 Yellowstone Blvd Unit 5H,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7305839,-73.8503144
Brokered by KELLER WILLIAMS REALTY EMPIRE,Co-op for sale,270000,3,1,275,300 8th Ave Apt 1N,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.6692346,-73.9765732
Brokered by Howard Hanna | Rand Realty,Co-op for sale,149000,1,1,750,4380 Vireo Ave Apt 6R,"Bronx, NY 10470",New York,Bronx County,The Bronx,40.9010021,-73.8627053
Brokered by De Luca Realty Group INC,Co-op for sale,299999,2,1,863,120B Edgewater Park Unit 120B,"Bronx, NY 10465",New York,Bronx County,The Bronx,40.822441,-73.8110424
Brokered by COMPASS,Co-op for sale,595000,3,2,2184,775 Lafayette Ave Apt 6D,"Brooklyn, NY 11221",New York,Kings County,Brooklyn,40.6912661,-73.9418745
Brokered by Highlite Homes Realty,Co-op for sale,536000,2,2,1200,3671 Hudson Manor Ter Apt 14J,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8881345,-73.9162336
Brokered by United Realty Associates,Co-op for sale,288000,2,1,2184,47-31 216th St Unit 3B,"Bayside, NY 11361",New York,Queens County,Queens,40.7567043,-73.764352
Brokered by RE MAX Prestige Properties,Co-op for sale,165000,1,1,625,1922 McGraw Ave Apt 6E,"Bronx, NY 10462",New York,Bronx County,The Bronx,40.8344985,-73.8605246
Brokered by EXP Realty,Co-op for sale,269000,1,1,2184,67-66 108th St Unit B68,"Forest Hills, NY 11375",United States,New York,Queens County,40.7272034,-73.8471901
Brokered by The Agency,Co-op for sale,770000,2,1,2184,66 W 84th St Apt 4A,"New York, NY 10024",New York,New York County,New York,40.7849377,-73.9729247
Brokered by Tony & William R E Brotherhood,Co-op for sale,199000,1,1,2184,138-69 Jewel Ave Unit A,"Flushing, NY 11367",New York,Queens County,Queens,40.7288599,-73.82754
Brokered by Charles H. Greenthal Property,Co-op for sale,239000,1,1,801,26910 Grand Central Pkwy Apt 7P,"Floral Park, NY 11005",New York,Queens County,Queens,40.7577991,-73.7159564
Brokered by Corcoran Bedford Stuyvesant,Co-op for sale,549000,1,1,2184,56 Jane St Apt 1B,"New York, NY 10014",New York,New York County,New York,40.7380264,-74.0053843
Brokered by Local Realty,Co-op for sale,155000,3,1,2184,84-50 169 St Unit 519,"Jamaica, NY 11432",New York,Queens County,Queens,40.714825,-73.795696
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,349000,2,1,800,773 Eastern Pkwy Apt 2A,"Crown Heights, NY 11213",United States,New York,Kings County,40.6699639,-73.9428018
Brokered by COMPASS,Co-op for sale,825000,2,1,2184,250 W 103rd St Apt 7D,"Manhattan, NY 10025",New York,New York County,New York,40.7991571,-73.9690321
Brokered by COMPASS,Co-op for sale,825000,2,1,2184,250 W 103rd St Apt 7D,"Manhattan, NY 10025",New York,New York County,New York,40.7991571,-73.9690321
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,349000,2,1,800,773 Eastern Pkwy Apt 2A,"Crown Heights, NY 11213",United States,New York,Kings County,40.6699639,-73.9428018
"Brokered by Nest Seekers International, Midtown",Co-op for sale,545000,1,1,2184,445 E 86th St Apt 16C,"New York, NY 10028",New York,New York County,New York,40.7763285,-73.9475088
Brokered by BHHS New York Properties,Co-op for sale,1075000,2,2,1250,310 Lexington Ave Unit 10FG,"New York, NY 10016",New York,New York County,New York,40.7487581,-73.9782786
Brokered by Brown Harris Stevens,Co-op for sale,165000,3,1,550,555 Kappock St Apt 5M,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.878087,-73.9170513
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,569000,3,2,2184,6011 Broadway Apt L1,"Woodside, NY 11377",New York,Queens County,Queens,40.7511899,-73.90201
"Brokered by Fillmore Real Estate Fusion Team, INC.",Co-op for sale,183000,1,1,831,2166 Bronx Park E Apt 5J,"Bronx, NY 10462",New York,Bronx County,The Bronx,40.8552565,-73.8693804
Brokered by Douglas Elliman - Long Island City,Co-op for sale,1850000,5,3,3000,107-40 Queens Blvd Ph 1,"Queens, NY 11375",New York,Queens County,Queens,40.7213129,-73.8450098
Brokered by Corcoran East Side,Co-op for sale,2250000,3,2,2025,455 E 51st St # 4A,"New York, NY 10022",New York,New York County,New York,40.7540096,-73.9637466
Brokered by Brown Harris Stevens,Co-op for sale,205000,1,1,1000,3475 Greystone Ave Apt 4C,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8850075,-73.9070017
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,1195000,1,2,2184,300 E 74th St Apt 22E,"New York, NY 10021",New York,New York County,New York,40.769824,-73.9571759
Brokered by COMPASS,Co-op for sale,575000,3,2,1350,65-10 108th St Unit 3M,"Queens, NY 11375",New York,Queens County,Queens,40.7313424,-73.8489073
Brokered by Brown Harris Stevens,Co-op for sale,399000,1,1,2184,445 E 86th St Apt 3J,"Manhattan, NY 10028",New York,New York County,New York,40.7763285,-73.9475088
Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,399000,3,2,1492,18-35 Corporal Kennedy St Unit 2K,"Bayside, NY 11360",New York,Queens County,Queens,40.7812699,-73.78434
Brokered by Bond New York- Columbus Circle,Co-op for sale,585000,1,1,2184,136 W 81st St Apt 4F,"New York, NY 10024",New York,New York County,New York,40.7836953,-73.9760584
Brokered by Bond New York- Columbus Circle,Co-op for sale,585000,1,1,2184,136 W 81st St Apt 4F,"New York, NY 10024",New York,New York County,New York,40.7836953,-73.9760584
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,395000,3,1,2184,140 W 69th St Apt 106C,"New York, NY 10023",New York,New York County,New York,40.7758661,-73.981473
Brokered by Keller Williams NYC,Co-op for sale,549999,3,1,1020,35-20 82nd St Unit 41,"Queens, NY 11372",New York,Queens County,Queens,40.7517899,-73.88467
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,365000,1,1,2184,175 Rivington St Apt 1A,"New York, NY 10002",New York,New York County,New York,40.7187352,-73.9847294
Brokered by TREBACH REALTY INC,Co-op for sale,199000,1,1,2184,601 Kappock St Apt 1P,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8789773,-73.916004
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1450000,2,1,2184,79 Perry St # F,"New York, NY 10014",United States,New York,New York County,40.7355671,-74.0044939
Brokered by TDMT - The Development Marketing Team,Co-op for sale,499000,2,1,2184,167 Havemeyer St Apt 8,"Brooklyn, NY 11211",New York,Kings County,Brooklyn,40.7109875,-73.9577649
Brokered by Brown Harris Stevens - 43 North Moore Street,Co-op for sale,639000,3,2,2184,42-22 Ketcham St Unit B8B9,"Queens, NY 11373",United States,New York,Queens County,40.7447145,-73.8835344
Brokered by Corcoran Brooklyn Heights,Co-op for sale,1099000,2,1,2184,143 Lafayette Ave Apt 1A,"Brooklyn, NY 11238",New York,Kings County,Brooklyn,40.6876421,-73.9721671
Brokered by COMPASS,Co-op for sale,475000,3,1,2184,41 Jane St Apt 4C,"Manhattan, NY 10014",New York,New York County,New York,40.7383084,-74.0046097
Brokered by EXP Realty,Co-op for sale,409000,2,1,2184,69-60 108th St Unit 501,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7236399,-73.84481
Brokered by COMPASS,Co-op for sale,285000,3,1,2184,45 Tudor City Pl Apt 708,"Manhattan, NY 10017",New York,New York County,New York,40.7489931,-73.97025
Brokered by Realty Executives Metro Garden,Co-op for sale,435000,2,1,925,66-15 Thornton Pl Unit 3N,"Rego Park, NY 11374",United States,New York,Queens County,40.7232542,-73.8576166
Brokered by Corcoran Westside Columbus,Co-op for sale,220000,2,1,922,3245 Perry Ave Apt 1F,"Bronx, NY 10467",New York,Bronx County,The Bronx,40.8758111,-73.8765929
Brokered by Douglas Elliman - 690 Washington,Co-op for sale,3300000,2,2,2184,6 E 68th St Apt 2,"New York, NY 10065",New York,New York County,New York,40.769433,-73.9683331
Brokered by qvtopservice,Co-op for sale,135000,1,1,792,1040 Neilson St Apt 2H,"Far Rockaway, NY 11691",New York,Queens County,Queens,40.6030799,-73.74755
Brokered by E Realty International Corp,Co-op for sale,468000,2,1,1200,88-11 Elmhurst Ave Unit C11,"Elmhurst, NY 11373",New York,Queens County,Queens,40.7455899,-73.8778899
Brokered by Realty Connect USA LLC,Co-op for sale,318000,1,1,748,40-40 203rd St Unit 5B,"Bayside, NY 11361",New York,Queens County,Queens,40.7604949,-73.7815883
Brokered by Corcoran SoHo,Co-op for sale,3345000,4,4,3000,151 W 86th St Apt 3D,"New York, NY 10024",New York,New York County,New York,40.7875112,-73.9739349
Brokered by BHHS New York Properties,Co-op for sale,899000,1,2,2184,41 W 96th St Unit 9D,"New York, NY 10025",New York,New York County,New York,40.7926602,-73.9663357
Brokered by Corcoran East Side,Co-op for sale,1995000,2,2,1200,40 W 67th St Apt 8B,"New York, NY 10023",New York,New York County,New York,40.773416,-73.979787
Brokered by Douglas Elliman - 140 Franklin,Co-op for sale,1295000,2,1,2184,156 Bank St Apt 1A,"New York, NY 10014",New York,New York County,New York,40.7359888,-74.0091474
Brokered by Corcoran East Side,Co-op for sale,1995000,2,2,1200,40 W 67th St Apt 8B,"New York, NY 10023",New York,New York County,New York,40.773416,-73.979787
Brokered by BRISMAN REALTY,Co-op for sale,319999,1,1,660,1717 E 14th St Unit 2H,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.6077014,-73.958782
Brokered by Showcase Realty Inc,Co-op for sale,475000,1,1,950,35-24 78 St Unit A67,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.75054,-73.8885096
Brokered by Serhant,Co-op for sale,399000,3,1,2184,530 E 84th St Apt 1M,"New York, NY 10028",New York,New York County,New York,40.7738633,-73.9465735
"Brokered by Century 21 Amiable Realty Group II, Inc.",Co-op for sale,225000,1,1,2184,88-08 151 Ave Unit 5A,"Howard Beach, NY 11414",New York,Queens County,Queens,40.6685699,-73.8471189
Brokered by RE/MAX City Square,Co-op for sale,284888,1,1,2184,37-21 80th St Unit 4A,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.748924,-73.8857529
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,249000,2,1,900,5550 Fieldston Rd Apt 9J,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.9035132,-73.9002037
Brokered by Corcoran East Side,Co-op for sale,1495000,3,2,1650,215 W 98th St Apt 5C,"New York, NY 10025",New York,New York County,New York,40.7958454,-73.9702391
Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,295000,1,2,980,26910 Grand Central Pkwy Apt 11B,"Floral Park, NY 11005",New York,Queens County,Queens,40.7577991,-73.7159564
Brokered by GOLDEN REAL CORP.,Co-op for sale,289000,1,1,750,3100 Brighton 3rd St Apt 4B,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5764319,-73.9643613
Brokered by R Jaundoo Realty Llc,Co-op for sale,187000,4,1,1076,950 Hoe Ave Apt 2B,"Bronx, NY 10459",New York,Bronx County,The Bronx,40.8224272,-73.8900397
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3400000,3,3,2184,65 Central Park W Apt 10C,"New York, NY 10023",New York,New York County,New York,40.7727705,-73.9787651
Brokered by All Area Brokerage Inc,Co-op for sale,155000,1,1,2184,87-15 165th St Unit 4J,"Jamaica, NY 11432",New York,Queens County,Queens,40.7104509,-73.7982064
Brokered by One Manhattan real estate - Upper East Side office,Co-op for sale,689000,3,2,1500,31-21 54th St Unit 1H,"Queens, NY 11377",New York,Queens County,Queens,40.7563916,-73.9071359
